LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,RoyalPalmR,19491209,21,,28,,15,,0,
FCE,RoyalPalmR,19491210,21,,28,,14,,0,
FCE,RoyalPalmR,19491211,24,,28,,20,,0,
FCE,RoyalPalmR,19491212,23,,27,,18,,0,
FCE,RoyalPalmR,19491213,21,,27,,14,,0,
FCE,RoyalPalmR,19491214,19,,26,,13,,0,
FCE,RoyalPalmR,19491215,24,,28,,21,,0,
FCE,RoyalPalmR,19491216,19,,25,,14,,0.8,
FCE,RoyalPalmR,19491217,20,,27,,14,,0,
FCE,RoyalPalmR,19491218,22,,27,,17,,0,
FCE,RoyalPalmR,19491219,21,,26,,16,,0.3,
FCE,RoyalPalmR,19491220,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19491221,20,,26,,14,,0,
FCE,RoyalPalmR,19491222,22,,28,,16,,1.8,
FCE,RoyalPalmR,19491223,23,,28,,18,,0,
FCE,RoyalPalmR,19491224,21,,27,,15,,0.5,
FCE,RoyalPalmR,19491225,23,,27,,18,,15,
FCE,RoyalPalmR,19491226,24,,27,,21,,2,
FCE,RoyalPalmR,19491227,24,,27,,21,,2.3,
FCE,RoyalPalmR,19491228,23,,28,,18,,1.3,
FCE,RoyalPalmR,19491229,23,,28,,18,,5.1,
FCE,RoyalPalmR,19491230,22,,27,,17,,5.1,
FCE,RoyalPalmR,19491231,22,,25,,19,,5.8,
FCE,RoyalPalmR,19500101,21,,25,,18,,0,
FCE,RoyalPalmR,19500102,20,,26,,14,,0,
FCE,RoyalPalmR,19500103,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500104,21,,27,,15,,0,
FCE,RoyalPalmR,19500105,21,,26,,17,,0,
FCE,RoyalPalmR,19500106,23,,27,,19,,0,
FCE,RoyalPalmR,19500107,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500108,19,,24,,14,,0,
FCE,RoyalPalmR,19500109,21,,28,,13,,0,
FCE,RoyalPalmR,19500110,22,,28,,16,,0,
FCE,RoyalPalmR,19500111,20,,27,,13,,5.3,
FCE,RoyalPalmR,19500112,20,,27,,14,,1.3,
FCE,RoyalPalmR,19500113,21,,27,,16,,0,
FCE,RoyalPalmR,19500114,21,,27,,15,,0,
FCE,RoyalPalmR,19500115,21,,27,,16,,0,
FCE,RoyalPalmR,19500116,22,,28,,16,,0.3,
FCE,RoyalPalmR,19500117,21,,27,,16,,0,
FCE,RoyalPalmR,19500118,21,,27,,14,,0,
FCE,RoyalPalmR,19500119,21,,27,,15,,0,
FCE,RoyalPalmR,19500120,21,,28,,14,,0,
FCE,RoyalPalmR,19500121,21,,27,,15,,0,
FCE,RoyalPalmR,19500122,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500123,20,,27,,13,,0,
FCE,RoyalPalmR,19500124,22,,28,,17,,0,
FCE,RoyalPalmR,19500125,22,,27,,18,,1,
FCE,RoyalPalmR,19500126,23,,28,,19,,0.3,
FCE,RoyalPalmR,19500127,20,,28,,13,,0,
FCE,RoyalPalmR,19500128,20,,28,,12,,0,
FCE,RoyalPalmR,19500129,20,,27,,13,,0,
FCE,RoyalPalmR,19500130,19,,27,,12,,0,
FCE,RoyalPalmR,19500131,22,,28,,16,,0,
FCE,RoyalPalmR,19500201,23,,28,,17,,0,
FCE,RoyalPalmR,19500202,21,,28,,14,,0,
FCE,RoyalPalmR,19500203,19,,27,,12,,0,
FCE,RoyalPalmR,19500204,19,,28,,11,,0,
FCE,RoyalPalmR,19500205,20,,27,,13,,0,
FCE,RoyalPalmR,19500206,19,,26,,13,,0,
FCE,RoyalPalmR,19500207,19,,27,,10,,0,
FCE,RoyalPalmR,19500208,20,,28,,12,,0,
FCE,RoyalPalmR,19500209,20,,27,,12,,0,
FCE,RoyalPalmR,19500210,19,,27,,12,,0,
FCE,RoyalPalmR,19500211,20,,28,,12,,0,
FCE,RoyalPalmR,19500212,22,,27,,17,,0,
FCE,RoyalPalmR,19500213,22,,28,,16,,0,
FCE,RoyalPalmR,19500214,20,,28,,12,,0,
FCE,RoyalPalmR,19500215,20,,28,,12,,0,
FCE,RoyalPalmR,19500216,20,,28,,13,,0,
FCE,RoyalPalmR,19500217,14,,23,,5,,0,
FCE,RoyalPalmR,19500218,13,,24,,2,,0,
FCE,RoyalPalmR,19500219,17,,24,,9,,0,
FCE,RoyalPalmR,19500220,18,,28,,7,,0,
FCE,RoyalPalmR,19500221,18,,28,,7,,0,
FCE,RoyalPalmR,19500222,18,,28,,8,,0,
FCE,RoyalPalmR,19500223,22,,28,,16,,21.3,
FCE,RoyalPalmR,19500224,21,,27,,15,,0,
FCE,RoyalPalmR,19500225,22,,28,,16,,1.8,
FCE,RoyalPalmR,19500226,23,,29,,16,,0,
FCE,RoyalPalmR,19500227,19,,27,,12,,0,
FCE,RoyalPalmR,19500228,18,,25,,11,,0,
FCE,RoyalPalmR,19500301,19,,28,,10,,0,
FCE,RoyalPalmR,19500302,20,,25,,15,,0.3,
FCE,RoyalPalmR,19500303,14,,24,,5,,0,
FCE,RoyalPalmR,19500304,19,,27,,11,,0,
FCE,RoyalPalmR,19500305,23,,29,,17,,0,
FCE,RoyalPalmR,19500306,21,,28,,13,,0,
FCE,RoyalPalmR,19500307,22,,30,,14,,0,
FCE,RoyalPalmR,19500308,23,,31,,15,,0,
FCE,RoyalPalmR,19500309,21,,29,,13,,0,
FCE,RoyalPalmR,19500310,17,,27,,7,,0,
FCE,RoyalPalmR,19500311,20,,26,,14,,0,
FCE,RoyalPalmR,19500312,23,,28,,17,,0,
FCE,RoyalPalmR,19500313,23,,29,,16,,0,
FCE,RoyalPalmR,19500314,22,,29,,14,,2.8,
FCE,RoyalPalmR,19500315,22,,29,,16,,0,
FCE,RoyalPalmR,19500316,23,,31,,16,,0,
FCE,RoyalPalmR,19500317,22,,30,,14,,0,
FCE,RoyalPalmR,19500318,21,,29,,13,,0,
FCE,RoyalPalmR,19500319,21,,28,,14,,19.8,
FCE,RoyalPalmR,19500320,24,,30,,18,,12.2,
FCE,RoyalPalmR,19500321,25,,31,,19,,0,
FCE,RoyalPalmR,19500322,24,,31,,17,,3.3,
FCE,RoyalPalmR,19500323,22,,29,,14,,0,
FCE,RoyalPalmR,19500324,17,,28,,7,,0,
FCE,RoyalPalmR,19500325,18,,28,,9,,0,
FCE,RoyalPalmR,19500326,19,,28,,10,,0,
FCE,RoyalPalmR,19500327,24,,29,,18,,0,
FCE,RoyalPalmR,19500328,26,,30,,23,,0,
FCE,RoyalPalmR,19500329,27,,32,,22,,0,
FCE,RoyalPalmR,19500330,19,,29,,8,,0,
FCE,RoyalPalmR,19500331,16,,28,,3,,0,
FCE,RoyalPalmR,19500401,16,,26,,7,,0,
FCE,RoyalPalmR,19500402,20,,29,,12,,0,
FCE,RoyalPalmR,19500403,22,,28,,16,,0,
FCE,RoyalPalmR,19500404,23,,30,,17,,0,
FCE,RoyalPalmR,19500405,24,,29,,18,,2.3,
FCE,RoyalPalmR,19500406,18,,22,,13,,63.5,
FCE,RoyalPalmR,19500407,13,,22,,3,,0,
FCE,RoyalPalmR,19500408,15,,24,,6,,0,
FCE,RoyalPalmR,19500409,16,,25,,7,,0,
FCE,RoyalPalmR,19500410,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500411,19,,28,,9,,0,
FCE,RoyalPalmR,19500412,21,,29,,12,,0,
FCE,RoyalPalmR,19500413,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500414,21,,29,,13,,0,
FCE,RoyalPalmR,19500415,17,,27,,7,,0,
FCE,RoyalPalmR,19500416,14,,25,,4,,0,
FCE,RoyalPalmR,19500417,18,,25,,10,,0,
FCE,RoyalPalmR,19500418,20,,26,,14,,0,
FCE,RoyalPalmR,19500419,21,,29,,13,,0,
FCE,RoyalPalmR,19500420,22,,30,,13,,0,
FCE,RoyalPalmR,19500421,22,,29,,14,,0,
FCE,RoyalPalmR,19500422,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500423,18,,27,,8,,0,
FCE,RoyalPalmR,19500424,21,,28,,14,,0,
FCE,RoyalPalmR,19500425,-9999,M,-9999,M,-9999,M,2.8,
FCE,RoyalPalmR,19500426,23,,32,,15,,17.8,
FCE,RoyalPalmR,19500427,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500428,23,,32,,15,,0,
FCE,RoyalPalmR,19500429,23,,31,,15,,0,
FCE,RoyalPalmR,19500430,23,,31,,15,,0,
FCE,RoyalPalmR,19500501,23,,29,,16,,14.2,
FCE,RoyalPalmR,19500502,24,,30,,18,,2,
FCE,RoyalPalmR,19500503,25,,31,,20,,0,
FCE,RoyalPalmR,19500504,24,,30,,17,,0,
FCE,RoyalPalmR,19500505,25,,31,,19,,0,
FCE,RoyalPalmR,19500506,24,,31,,17,,0,
FCE,RoyalPalmR,19500518,24,,29,,18,,0,
FCE,RoyalPalmR,19500519,22,,30,,14,,0,
FCE,RoyalPalmR,19500520,24,,30,,18,,0,
FCE,RoyalPalmR,19500521,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500522,21,,27,,14,,34.3,
FCE,RoyalPalmR,19500523,24,,30,,18,,0,
FCE,RoyalPalmR,19500524,-9999,M,-9999,M,-9999,M,0,
FCE,RoyalPalmR,19500525,25,,33,,17,,33,
FCE,RoyalPalmR,19500526,24,,29,,18,,21.6,
FCE,RoyalPalmR,19500527,24,,32,,16,,0,
FCE,RoyalPalmR,19500528,25,,33,,17,,30.5,
FCE,RoyalPalmR,19500529,25,,31,,19,,0.3,
FCE,RoyalPalmR,19500530,24,,31,,18,,2.3,
FCE,RoyalPalmR,19500531,25,,31,,18,,5.3,
FCE,RoyalPalmR,19500601,25,,32,,19,,15.5,
FCE,RoyalPalmR,19500602,26,,32,,20,,0,
FCE,RoyalPalmR,19500603,26,,32,,19,,0,
FCE,RoyalPalmR,19500604,27,,33,,21,,0,
FCE,RoyalPalmR,19500605,26,,32,,20,,0,
FCE,RoyalPalmR,19500606,26,,32,,21,,3.8,
FCE,RoyalPalmR,19500607,26,,31,,21,,6.4,
FCE,RoyalPalmR,19500608,27,,31,,23,,0,
FCE,RoyalPalmR,19500609,25,,28,,22,,0,
FCE,RoyalPalmR,19500610,26,,31,,20,,0,
FCE,RoyalPalmR,19500611,25,,32,,18,,0,
FCE,RoyalPalmR,19500612,25,,33,,17,,0,
FCE,RoyalPalmR,19500613,25,,32,,18,,0,
FCE,RoyalPalmR,19500614,25,,32,,19,,0,
FCE,RoyalPalmR,19500615,24,,31,,16,,0,
FCE,RoyalPalmR,19500616,25,,31,,18,,0,
FCE,RoyalPalmR,19500617,27,,32,,22,,1.8,
FCE,RoyalPalmR,19500618,27,,33,,21,,0,
FCE,RoyalPalmR,19500619,28,,34,,21,,0,
FCE,RoyalPalmR,19500620,27,,33,,22,,0,
FCE,RoyalPalmR,19500621,27,,33,,21,,0,
FCE,RoyalPalmR,19500622,27,,33,,21,,0,
FCE,RoyalPalmR,19500623,26,,33,,20,,0,
FCE,RoyalPalmR,19500624,27,,33,,21,,0,
FCE,RoyalPalmR,19500625,26,,33,,19,,0,
FCE,RoyalPalmR,19500626,26,,33,,19,,0,
FCE,RoyalPalmR,19500627,28,,33,,22,,0.5,
FCE,RoyalPalmR,19500628,27,,34,,20,,0,
FCE,RoyalPalmR,19500629,26,,32,,20,,0,
FCE,RoyalPalmR,19500630,27,,33,,20,,0,
FCE,RoyalPalmR,19500701,27,,32,,22,,0,
FCE,RoyalPalmR,19500702,26,,33,,19,,0,
FCE,RoyalPalmR,19500703,26,,31,,21,,104.1,
FCE,RoyalPalmR,19500704,26,,31,,21,,50.8,
FCE,RoyalPalmR,19500705,27,,32,,22,,0,
FCE,RoyalPalmR,19500706,27,,33,,22,,68.6,
FCE,RoyalPalmR,19500707,25,,32,,19,,3,
FCE,RoyalPalmR,19500708,26,,31,,21,,0,
FCE,RoyalPalmR,19500709,24,,30,,19,,0,
FCE,RoyalPalmR,19500710,26,,32,,19,,16.5,
FCE,RoyalPalmR,19500711,27,,32,,22,,0,
FCE,RoyalPalmR,19500712,26,,32,,21,,0,
FCE,RoyalPalmR,19500713,27,,32,,22,,2.5,
FCE,RoyalPalmR,19500714,26,,31,,21,,27.2,
FCE,RoyalPalmR,19500715,26,,32,,21,,0,
FCE,RoyalPalmR,19500716,27,,32,,21,,0,
FCE,RoyalPalmR,19500717,27,,32,,22,,0,
FCE,RoyalPalmR,19500718,27,,33,,21,,0,
FCE,RoyalPalmR,19500719,27,,33,,22,,0,
FCE,RoyalPalmR,19500720,27,,32,,22,,5.1,
FCE,RoyalPalmR,19500721,26,,32,,21,,0,
FCE,RoyalPalmR,19500722,26,,32,,21,,14.7,
FCE,RoyalPalmR,19500723,26,,31,,21,,1.5,
FCE,RoyalPalmR,19500724,27,,32,,21,,0,
FCE,RoyalPalmR,19500725,29,,32,,25,,3.8,
FCE,RoyalPalmR,19500726,26,,32,,21,,0,
FCE,RoyalPalmR,19500727,28,,33,,22,,0,
FCE,RoyalPalmR,19500728,27,,33,,21,,0,
FCE,RoyalPalmR,19500729,26,,33,,19,,0,
FCE,RoyalPalmR,19500730,26,,33,,19,,0,
FCE,RoyalPalmR,19500731,27,,33,,21,,0,
FCE,RoyalPalmR,19500801,28,,34,,21,,0,
FCE,RoyalPalmR,19500802,28,,34,,21,,6.9,
FCE,RoyalPalmR,19500803,26,,32,,21,,0,
FCE,RoyalPalmR,19500804,27,,33,,21,,7.6,
FCE,RoyalPalmR,19500805,28,,33,,22,,0,
FCE,RoyalPalmR,19500806,28,,34,,21,,0,
FCE,RoyalPalmR,19500807,27,,33,,21,,0,
FCE,RoyalPalmR,19500808,24,,29,,19,,24.9,
FCE,RoyalPalmR,19500809,26,,32,,20,,5.3,
FCE,RoyalPalmR,19500810,26,,33,,19,,0,
FCE,RoyalPalmR,19500811,27,,33,,21,,21.3,
FCE,RoyalPalmR,19500812,27,,32,,22,,4.8,
FCE,RoyalPalmR,19500813,27,,32,,22,,0.8,
