LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,MIA,19480220,21,,27,,14,,0,
FCE,MIA,19480221,21,,26,,15,,0,
FCE,MIA,19480222,20,,26,,14,,0,
FCE,MIA,19480223,21,,28,,15,,0,
FCE,MIA,19480224,22,,27,,18,,4.1,
FCE,MIA,19480225,22,,25,,19,,2.8,
FCE,MIA,19480226,21,,26,,16,,0,
FCE,MIA,19480227,21,,27,,15,,0,
FCE,MIA,19480228,23,,28,,18,,0,
FCE,MIA,19480229,23,,29,,17,,0,
FCE,MIA,19480301,23,,28,,19,,0,
FCE,MIA,19480302,25,,28,,23,,0,
FCE,MIA,19480303,26,,29,,22,,0,
FCE,MIA,19480304,25,,29,,21,,0.8,
FCE,MIA,19480305,24,,28,,19,,3.8,
FCE,MIA,19480306,24,,27,,21,,0.3,
FCE,MIA,19480307,25,,27,,22,,0,
FCE,MIA,19480308,24,,29,,20,,2.8,
FCE,MIA,19480309,25,,29,,21,,0,
FCE,MIA,19480310,27,,31,,23,,0,
FCE,MIA,19480311,27,,31,,22,,0,
FCE,MIA,19480312,24,,30,,19,,0,
FCE,MIA,19480313,23,,28,,19,,0,
FCE,MIA,19480314,21,,26,,17,,0,
FCE,MIA,19480315,24,,27,,21,,0,
FCE,MIA,19480316,25,,28,,22,,0,
FCE,MIA,19480317,26,,29,,23,,0,
FCE,MIA,19480318,24,,29,,19,,0,
FCE,MIA,19480319,25,,28,,23,,0,
FCE,MIA,19480320,25,,28,,22,,0,
FCE,MIA,19480321,26,,28,,23,,0,
FCE,MIA,19480322,26,,29,,23,,0,
FCE,MIA,19480323,26,,29,,23,,0,
FCE,MIA,19480324,26,,32,,21,,0.5,
FCE,MIA,19480325,25,,32,,18,,0,
FCE,MIA,19480326,25,,30,,20,,0,
FCE,MIA,19480327,25,,30,,19,,0,
FCE,MIA,19480328,25,,31,,19,,4.3,
FCE,MIA,19480329,19,,25,,14,,1,
FCE,MIA,19480330,20,,27,,14,,0,
FCE,MIA,19480331,26,,29,,22,,0,
FCE,MIA,19480401,28,,31,,24,,0.5,
FCE,MIA,19480402,28,,33,,23,,0,
FCE,MIA,19480403,26,,30,,21,,31.2,
FCE,MIA,19480404,23,,25,,22,,1.3,
FCE,MIA,19480405,24,,27,,22,,0,
FCE,MIA,19480406,26,,29,,22,,0,
FCE,MIA,19480407,25,,29,,21,,0,
FCE,MIA,19480408,24,,29,,18,,0,
FCE,MIA,19480409,24,,29,,18,,0,
FCE,MIA,19480410,25,,30,,19,,0,
FCE,MIA,19480411,25,,28,,22,,8.4,
FCE,MIA,19480412,26,,28,,23,,0,
FCE,MIA,19480413,26,,29,,23,,0.3,
FCE,MIA,19480414,24,,28,,21,,0,
FCE,MIA,19480415,24,,28,,19,,13.5,
FCE,MIA,19480416,24,,29,,19,,0.3,
FCE,MIA,19480417,24,,29,,19,,7.1,
FCE,MIA,19480418,23,,27,,18,,39.9,
FCE,MIA,19480419,23,,27,,19,,5.3,
FCE,MIA,19480420,22,,27,,18,,1.8,
FCE,MIA,19480421,21,,27,,16,,0.5,
FCE,MIA,19480422,22,,28,,16,,0,
FCE,MIA,19480423,23,,27,,19,,0.3,
FCE,MIA,19480424,25,,28,,22,,0,
FCE,MIA,19480425,24,,27,,22,,0,
FCE,MIA,19480426,25,,28,,23,,0,
FCE,MIA,19480427,23,,28,,18,,62,
FCE,MIA,19480428,25,,32,,18,,0,
FCE,MIA,19480429,25,,31,,19,,0,
FCE,MIA,19480430,22,,28,,16,,0,
FCE,MIA,19480501,23,,29,,17,,0,
FCE,MIA,19480502,26,,30,,22,,0,
FCE,MIA,19480503,25,,31,,20,,0,
FCE,MIA,19480504,26,,31,,21,,0,
FCE,MIA,19480505,26,,31,,21,,0,
FCE,MIA,19480506,26,,32,,21,,0,
FCE,MIA,19480507,28,,33,,23,,0,
FCE,MIA,19480508,26,,31,,21,,0.3,
FCE,MIA,19480509,25,,29,,21,,0.8,
FCE,MIA,19480510,24,,28,,21,,49,
FCE,MIA,19480511,25,,31,,19,,4.6,
FCE,MIA,19480512,23,,26,,20,,17.3,
FCE,MIA,19480513,24,,30,,18,,0,
FCE,MIA,19480514,25,,31,,20,,0,
FCE,MIA,19480515,26,,31,,21,,0,
FCE,MIA,19480516,26,,31,,21,,0,
FCE,MIA,19480517,27,,29,,24,,0,
FCE,MIA,19480518,26,,30,,22,,1.5,
FCE,MIA,19480519,25,,29,,21,,6.6,
FCE,MIA,19480520,24,,28,,19,,0,
FCE,MIA,19480521,24,,29,,18,,0,
FCE,MIA,19480522,24,,31,,17,,0,
FCE,MIA,19480523,25,,32,,19,,0,
FCE,MIA,19480524,26,,32,,20,,0,
FCE,MIA,19480525,27,,32,,21,,0,
FCE,MIA,19480526,26,,32,,19,,0,
FCE,MIA,19480527,26,,31,,21,,0,
FCE,MIA,19480528,26,,31,,21,,0,
FCE,MIA,19480529,27,,32,,22,,1.3,
FCE,MIA,19480530,27,,33,,21,,87.6,
FCE,MIA,19480531,27,,33,,21,,0,
FCE,MIA,19480601,27,,33,,21,,34.3,
FCE,MIA,19480602,27,,33,,21,,12.7,
FCE,MIA,19480603,25,,31,,19,,0,
FCE,MIA,19480604,26,,32,,20,,0,
FCE,MIA,19480605,26,,32,,20,,0,
FCE,MIA,19480606,27,,32,,22,,0,
FCE,MIA,19480607,26,,31,,20,,42.7,
FCE,MIA,19480608,27,,33,,22,,0,
FCE,MIA,19480609,28,,34,,22,,0,
FCE,MIA,19480610,28,,34,,22,,19.6,
FCE,MIA,19480611,27,,33,,21,,0,
FCE,MIA,19480612,26,,29,,23,,1.5,
FCE,MIA,19480613,27,,31,,23,,11.2,
FCE,MIA,19480614,27,,31,,23,,0.5,
FCE,MIA,19480615,27,,32,,22,,0,
FCE,MIA,19480616,28,,33,,23,,0,
FCE,MIA,19480617,28,,33,,23,,3.8,
FCE,MIA,19480618,28,,33,,22,,0,
FCE,MIA,19480619,28,,33,,23,,0,
FCE,MIA,19480620,28,,32,,23,,0.5,
FCE,MIA,19480621,28,,32,,23,,4.6,
FCE,MIA,19480622,29,,32,,26,,2.3,
FCE,MIA,19480623,29,,32,,27,,0,
FCE,MIA,19480624,29,,32,,25,,0,
FCE,MIA,19480625,28,,33,,23,,0,
FCE,MIA,19480626,28,,33,,23,,0,
FCE,MIA,19480627,28,,32,,24,,0,
FCE,MIA,19480628,28,,33,,24,,1.3,
FCE,MIA,19480629,28,,32,,23,,5.6,
FCE,MIA,19480630,29,,33,,25,,0,
FCE,MIA,19480701,28,,33,,24,,0,
FCE,MIA,19480702,28,,33,,23,,0,
FCE,MIA,19480703,28,,33,,23,,0,
FCE,MIA,19480704,26,,29,,22,,20.8,
FCE,MIA,19480705,27,,31,,23,,39.4,
FCE,MIA,19480706,27,,31,,23,,0,
FCE,MIA,19480707,28,,33,,23,,4.8,
FCE,MIA,19480708,28,,33,,23,,0.3,
FCE,MIA,19480709,28,,33,,23,,0,
FCE,MIA,19480710,28,,33,,22,,0,
FCE,MIA,19480711,28,,32,,24,,0,
FCE,MIA,19480712,29,,33,,24,,0,
FCE,MIA,19480713,28,,33,,23,,3.6,
FCE,MIA,19480714,28,,32,,23,,2.3,
FCE,MIA,19480715,29,,33,,26,,3.8,
FCE,MIA,19480716,29,,33,,25,,0.3,
FCE,MIA,19480717,28,,32,,24,,0.8,
FCE,MIA,19480718,28,,33,,23,,39.4,
FCE,MIA,19480719,28,,32,,23,,6.9,
FCE,MIA,19480720,28,,32,,23,,7.1,
FCE,MIA,19480721,28,,33,,23,,2.5,
FCE,MIA,19480722,28,,32,,23,,0,
FCE,MIA,19480723,26,,29,,23,,9.1,
FCE,MIA,19480724,27,,31,,23,,19.3,
FCE,MIA,19480725,28,,32,,23,,4.3,
FCE,MIA,19480726,27,,32,,22,,0.3,
FCE,MIA,19480727,28,,32,,24,,0,
FCE,MIA,19480728,28,,32,,24,,0.5,
FCE,MIA,19480729,28,,32,,24,,0.5,
FCE,MIA,19480730,29,,32,,26,,0,
FCE,MIA,19480731,28,,32,,24,,2.8,
FCE,MIA,19480801,27,,30,,24,,1.5,
FCE,MIA,19480802,27,,29,,25,,0,
FCE,MIA,19480803,28,,30,,26,,0,
FCE,MIA,19480804,29,,31,,26,,0,
FCE,MIA,19480805,28,,31,,26,,0,
FCE,MIA,19480806,28,,31,,24,,0,
FCE,MIA,19480807,28,,31,,25,,3,
FCE,MIA,19480808,28,,32,,25,,10.4,
FCE,MIA,19480809,28,,32,,25,,0.8,
FCE,MIA,19480810,28,,31,,24,,12.2,
FCE,MIA,19480811,28,,31,,24,,35.8,
FCE,MIA,19480812,29,,32,,27,,11.4,
FCE,MIA,19480813,30,,32,,28,,0,
FCE,MIA,19480814,29,,32,,27,,0,
FCE,MIA,19480815,30,,33,,27,,0,
FCE,MIA,19480816,30,,33,,26,,0,
FCE,MIA,19480817,29,,33,,26,,0,
FCE,MIA,19480818,29,,32,,26,,3.8,
FCE,MIA,19480819,28,,31,,25,,19.3,
FCE,MIA,19480820,27,,31,,23,,9.1,
FCE,MIA,19480821,27,,29,,24,,55.1,
FCE,MIA,19480822,26,,28,,24,,7.6,
FCE,MIA,19480823,29,,31,,27,,0,
FCE,MIA,19480824,29,,30,,28,,0,
FCE,MIA,19480825,28,,30,,26,,0,
FCE,MIA,19480826,26,,29,,23,,21.6,
FCE,MIA,19480827,26,,29,,22,,5.6,
FCE,MIA,19480828,26,,29,,23,,4.3,
FCE,MIA,19480829,28,,30,,25,,16,
FCE,MIA,19480830,28,,31,,24,,0,
FCE,MIA,19480831,28,,31,,26,,0,
FCE,MIA,19480901,28,,33,,24,,16.5,
FCE,MIA,19480902,28,,34,,23,,30.2,
FCE,MIA,19480903,28,,32,,23,,0,
FCE,MIA,19480904,28,,32,,24,,0,
FCE,MIA,19480905,30,,33,,27,,0,
FCE,MIA,19480906,29,,33,,26,,0,
FCE,MIA,19480907,28,,33,,24,,0,
FCE,MIA,19480908,28,,33,,23,,0.3,
FCE,MIA,19480909,29,,33,,24,,14.2,
FCE,MIA,19480910,28,,33,,23,,10.2,
FCE,MIA,19480911,29,,34,,24,,6.1,
FCE,MIA,19480912,28,,32,,24,,12.7,
FCE,MIA,19480913,28,,33,,23,,16.8,
FCE,MIA,19480914,28,,32,,23,,3.6,
FCE,MIA,19480915,26,,28,,23,,16.3,
FCE,MIA,19480916,28,,32,,23,,18,
FCE,MIA,19480917,26,,30,,22,,9.9,
FCE,MIA,19480918,26,,29,,22,,71.6,
FCE,MIA,19480919,27,,30,,24,,0.3,
FCE,MIA,19480920,27,,29,,24,,15.7,
FCE,MIA,19480921,25,,27,,23,,146.1,
FCE,MIA,19480922,25,,27,,23,,117.3,
FCE,MIA,19480923,27,,31,,23,,7.9,
FCE,MIA,19480924,28,,32,,24,,0,
FCE,MIA,19480925,27,,32,,22,,0,
FCE,MIA,19480926,24,,26,,22,,37.1,
FCE,MIA,19480927,26,,29,,22,,1,
FCE,MIA,19480928,29,,31,,26,,0,
FCE,MIA,19480929,28,,31,,24,,9.4,
FCE,MIA,19480930,28,,31,,24,,23.6,
FCE,MIA,19481001,29,,32,,26,,0,
FCE,MIA,19481002,28,,31,,24,,0,
FCE,MIA,19481003,27,,31,,23,,4.3,
FCE,MIA,19481004,26,,28,,24,,12.2,
FCE,MIA,19481005,23,,26,,21,,252.7,
FCE,MIA,19481006,26,,31,,22,,0,
FCE,MIA,19481007,27,,31,,23,,0,
FCE,MIA,19481008,27,,31,,23,,0,
FCE,MIA,19481009,27,,31,,23,,0,
FCE,MIA,19481010,26,,31,,22,,9.7,
FCE,MIA,19481011,27,,32,,23,,3.3,
FCE,MIA,19481012,27,,32,,23,,0,
FCE,MIA,19481013,28,,32,,23,,0.8,
FCE,MIA,19481014,25,,29,,21,,0,
FCE,MIA,19481015,24,,28,,21,,0,
FCE,MIA,19481016,24,,27,,21,,5.6,
FCE,MIA,19481017,25,,28,,22,,17.8,
FCE,MIA,19481018,25,,29,,22,,0,
FCE,MIA,19481019,24,,28,,21,,12.2,
FCE,MIA,19481020,23,,25,,21,,33.8,
FCE,MIA,19481021,24,,27,,22,,0,
FCE,MIA,19481022,24,,27,,21,,0,
FCE,MIA,19481023,24,,28,,19,,0,
FCE,MIA,19481024,22,,25,,19,,1,
FCE,MIA,19481025,23,,27,,19,,0,
FCE,MIA,19481026,23,,27,,19,,0,
FCE,MIA,19481027,22,,24,,20,,0,
FCE,MIA,19481028,25,,27,,23,,0,
FCE,MIA,19481029,24,,28,,20,,0.3,
FCE,MIA,19481030,24,,28,,19,,0,
FCE,MIA,19481031,24,,28,,20,,0.5,
FCE,MIA,19481101,23,,28,,17,,0,
FCE,MIA,19481102,23,,28,,18,,0,
FCE,MIA,19481103,24,,28,,19,,0,
FCE,MIA,19481104,25,,29,,21,,0,
FCE,MIA,19481105,26,,28,,23,,0,
FCE,MIA,19481106,26,,29,,22,,0,
FCE,MIA,19481107,25,,30,,20,,0,
FCE,MIA,19481108,24,,29,,19,,7.9,
FCE,MIA,19481109,23,,28,,18,,0,
FCE,MIA,19481110,25,,29,,20,,0,
FCE,MIA,19481111,24,,29,,19,,0,
FCE,MIA,19481112,27,,30,,23,,0.5,
FCE,MIA,19481113,27,,31,,23,,0,
FCE,MIA,19481114,25,,29,,21,,0,
FCE,MIA,19481115,25,,30,,20,,0,
FCE,MIA,19481116,25,,29,,21,,0,
FCE,MIA,19481117,25,,30,,19,,0,
FCE,MIA,19481118,25,,29,,21,,7.4,
FCE,MIA,19481119,26,,29,,23,,0,
FCE,MIA,19481120,26,,29,,22,,0,
FCE,MIA,19481121,26,,29,,22,,0,
FCE,MIA,19481122,26,,29,,23,,0.8,
FCE,MIA,19481123,26,,29,,23,,0.3,
FCE,MIA,19481124,27,,30,,23,,1.3,
FCE,MIA,19481125,23,,28,,18,,0,
FCE,MIA,19481126,24,,29,,19,,0,
FCE,MIA,19481127,27,,30,,23,,0,
FCE,MIA,19481128,27,,31,,23,,0,
FCE,MIA,19481129,25,,31,,19,,0,
FCE,MIA,19481130,19,,22,,16,,0,
FCE,MIA,19481201,20,,26,,14,,0,
FCE,MIA,19481202,24,,29,,18,,0,
FCE,MIA,19481203,24,,29,,19,,16,
FCE,MIA,19481204,22,,27,,18,,0,
FCE,MIA,19481205,22,,27,,16,,0,
FCE,MIA,19481206,24,,29,,18,,0,
FCE,MIA,19481207,24,,28,,19,,0,
FCE,MIA,19481208,23,,29,,18,,0,
FCE,MIA,19481209,26,,30,,21,,12.7,
FCE,MIA,19481210,23,,26,,19,,0,
FCE,MIA,19481211,23,,24,,22,,4.1,
FCE,MIA,19481212,24,,28,,21,,0,
FCE,MIA,19481213,23,,29,,18,,0,
FCE,MIA,19481214,24,,28,,20,,0.5,
FCE,MIA,19481215,24,,28,,21,,0,
FCE,MIA,19481216,24,,28,,20,,0,
FCE,MIA,19481217,23,,29,,17,,0,
FCE,MIA,19481218,23,,28,,17,,0,
FCE,MIA,19481219,24,,28,,19,,0,
FCE,MIA,19481220,25,,29,,20,,0,
FCE,MIA,19481221,24,,29,,19,,0.5,
FCE,MIA,19481222,24,,30,,19,,0,
FCE,MIA,19481223,24,,29,,20,,0,
FCE,MIA,19481224,24,,28,,19,,0,
FCE,MIA,19481225,24,,28,,19,,0,
FCE,MIA,19481226,21,,24,,18,,1.3,
FCE,MIA,19481227,20,,23,,17,,0.3,
FCE,MIA,19481228,20,,25,,15,,0,
FCE,MIA,19481229,24,,27,,21,,0,
FCE,MIA,19481230,18,,23,,12,,3,
FCE,MIA,19481231,12,,17,,8,,0,
FCE,MIA,19490101,11,,16,,6,,0,
FCE,MIA,19490102,12,,20,,4,,0,
FCE,MIA,19490103,18,,26,,11,,0,
FCE,MIA,19490104,23,,28,,19,,0,
FCE,MIA,19490105,23,,27,,19,,0,
FCE,MIA,19490106,23,,28,,17,,0,
FCE,MIA,19490107,19,,24,,14,,0,
FCE,MIA,19490108,18,,24,,12,,0,
FCE,MIA,19490109,20,,26,,14,,0,
FCE,MIA,19490110,21,,26,,16,,0,
FCE,MIA,19490111,21,,26,,17,,0,
FCE,MIA,19490112,22,,27,,17,,0,
FCE,MIA,19490113,21,,27,,16,,0,
FCE,MIA,19490114,20,,26,,15,,0,
FCE,MIA,19490115,20,,25,,14,,0,
FCE,MIA,19490116,22,,26,,18,,1.3,
FCE,MIA,19490117,23,,27,,19,,0,
FCE,MIA,19490118,24,,27,,21,,0,
FCE,MIA,19490119,23,,27,,18,,0,
FCE,MIA,19490120,23,,27,,18,,0,
FCE,MIA,19490121,23,,26,,20,,1.5,
FCE,MIA,19490122,23,,27,,19,,0,
FCE,MIA,19490123,23,,27,,18,,0,
FCE,MIA,19490124,24,,26,,21,,0,
FCE,MIA,19490125,24,,27,,21,,0,
FCE,MIA,19490126,22,,26,,17,,0,
FCE,MIA,19490127,21,,26,,17,,0,
FCE,MIA,19490128,22,,27,,18,,0,
FCE,MIA,19490129,23,,29,,18,,0,
FCE,MIA,19490130,23,,28,,17,,0,
FCE,MIA,19490131,24,,28,,20,,0,
FCE,MIA,19490201,23,,28,,17,,0,
FCE,MIA,19490202,23,,27,,18,,0,
FCE,MIA,19490203,23,,27,,20,,0,
FCE,MIA,19490204,23,,27,,18,,0,
FCE,MIA,19490205,23,,29,,17,,0,
FCE,MIA,19490206,22,,29,,16,,0,
FCE,MIA,19490207,23,,29,,17,,0,
FCE,MIA,19490208,24,,29,,18,,0,
FCE,MIA,19490209,23,,28,,19,,0,
FCE,MIA,19490210,24,,31,,18,,0,
FCE,MIA,19490211,20,,26,,14,,0,
FCE,MIA,19490212,23,,26,,21,,0,
FCE,MIA,19490213,24,,27,,22,,0,
FCE,MIA,19490214,24,,27,,22,,0,
FCE,MIA,19490215,24,,27,,22,,0,
FCE,MIA,19490216,25,,28,,22,,0,
FCE,MIA,19490217,23,,28,,18,,0,
FCE,MIA,19490218,23,,27,,19,,0,
FCE,MIA,19490219,25,,27,,22,,0,
FCE,MIA,19490220,24,,28,,21,,0,
FCE,MIA,19490221,23,,28,,19,,0,
FCE,MIA,19490222,23,,28,,18,,0,
FCE,MIA,19490223,23,,28,,17,,0,
FCE,MIA,19490224,21,,25,,18,,9.1,
FCE,MIA,19490225,21,,27,,15,,0,
FCE,MIA,19490226,21,,27,,16,,0,
FCE,MIA,19490227,23,,27,,18,,0.3,
FCE,MIA,19490228,22,,28,,15,,0,
FCE,MIA,19490301,17,,24,,10,,0,
FCE,MIA,19490302,19,,26,,13,,0,
FCE,MIA,19490303,21,,26,,16,,0,
FCE,MIA,19490304,20,,26,,13,,0,
FCE,MIA,19490305,19,,24,,14,,0,
FCE,MIA,19490306,22,,29,,14,,0,
FCE,MIA,19490307,20,,28,,12,,0,
FCE,MIA,19490308,18,,25,,10,,0,
FCE,MIA,19490309,19,,27,,12,,0,
FCE,MIA,19490310,22,,29,,14,,0,
FCE,MIA,19490311,18,,26,,11,,0,
FCE,MIA,19490312,18,,26,,11,,0,
FCE,MIA,19490313,20,,27,,13,,0,
FCE,MIA,19490314,22,,27,,17,,0,
FCE,MIA,19490315,20,,24,,16,,1.5,
FCE,MIA,19490316,19,,26,,12,,0,
FCE,MIA,19490317,19,,26,,12,,0,
FCE,MIA,19490318,24,,29,,18,,0,
FCE,MIA,19490319,21,,27,,16,,0,
FCE,MIA,19490320,20,,23,,17,,179.6,
FCE,MIA,19490321,23,,24,,21,,0.3,
FCE,MIA,19490322,24,,27,,21,,0.3,
FCE,MIA,19490323,24,,28,,20,,1.8,
FCE,MIA,19490324,24,,29,,20,,0,
FCE,MIA,19490325,26,,29,,23,,0,
FCE,MIA,19490326,26,,28,,23,,0,
FCE,MIA,19490327,25,,28,,23,,0,
FCE,MIA,19490328,25,,28,,23,,0,
FCE,MIA,19490329,26,,29,,22,,0,
FCE,MIA,19490330,24,,28,,20,,0,
FCE,MIA,19490331,24,,28,,19,,0,
FCE,MIA,19490401,25,,29,,21,,0,
FCE,MIA,19490402,25,,29,,21,,0,
FCE,MIA,19490403,27,,30,,24,,0,
FCE,MIA,19490404,27,,30,,24,,0,
FCE,MIA,19490405,28,,32,,24,,6.4,
FCE,MIA,19490406,21,,24,,17,,42.9,
FCE,MIA,19490407,19,,27,,12,,0,
FCE,MIA,19490408,19,,26,,13,,0,
FCE,MIA,19490409,22,,28,,16,,0,
FCE,MIA,19490410,23,,29,,16,,0,
FCE,MIA,19490411,25,,28,,22,,0,
FCE,MIA,19490412,25,,29,,21,,0,
FCE,MIA,19490413,26,,31,,21,,1.3,
FCE,MIA,19490414,24,,29,,18,,37.1,
FCE,MIA,19490415,25,,30,,20,,27.2,
FCE,MIA,19490416,24,,29,,19,,9.1,
FCE,MIA,19490417,20,,28,,12,,0,
FCE,MIA,19490418,25,,29,,21,,8.9,
FCE,MIA,19490419,23,,27,,19,,4.6,
FCE,MIA,19490420,24,,29,,19,,0,
FCE,MIA,19490421,26,,29,,23,,5.3,
FCE,MIA,19490422,25,,29,,21,,0,
FCE,MIA,19490423,25,,30,,21,,0,
FCE,MIA,19490424,26,,31,,21,,0,
FCE,MIA,19490425,24,,30,,19,,0,
FCE,MIA,19490426,25,,27,,22,,0,
FCE,MIA,19490427,25,,27,,22,,0,
FCE,MIA,19490428,25,,28,,22,,0,
FCE,MIA,19490429,26,,28,,23,,0,
FCE,MIA,19490430,26,,28,,23,,2.5,
FCE,MIA,19490501,26,,29,,22,,0,
FCE,MIA,19490502,26,,29,,23,,0,
FCE,MIA,19490503,25,,28,,21,,1.8,
FCE,MIA,19490504,23,,27,,20,,13.2,
FCE,MIA,19490505,23,,27,,19,,43.4,
FCE,MIA,19490506,24,,31,,17,,0,
FCE,MIA,19490507,26,,32,,20,,0,
FCE,MIA,19490508,26,,32,,19,,0,
FCE,MIA,19490509,25,,31,,20,,0,
FCE,MIA,19490510,25,,31,,19,,3,
FCE,MIA,19490511,26,,32,,19,,0,
FCE,MIA,19490512,25,,31,,19,,21.1,
FCE,MIA,19490513,24,,28,,19,,12.7,
FCE,MIA,19490514,25,,29,,20,,0,
FCE,MIA,19490515,24,,27,,21,,19.8,
FCE,MIA,19490516,25,,29,,21,,12.7,
FCE,MIA,19490517,26,,28,,23,,0.3,
FCE,MIA,19490518,26,,28,,23,,0,
FCE,MIA,19490519,25,,29,,22,,0,
FCE,MIA,19490520,24,,29,,18,,0,
FCE,MIA,19490521,24,,30,,18,,0,
FCE,MIA,19490522,27,,30,,23,,0,
FCE,MIA,19490523,27,,31,,22,,0,
FCE,MIA,19490524,26,,31,,21,,0,
FCE,MIA,19490525,29,,34,,23,,0,
FCE,MIA,19490526,28,,34,,21,,0,
FCE,MIA,19490527,26,,31,,20,,0,
FCE,MIA,19490528,26,,31,,20,,0,
FCE,MIA,19490529,26,,30,,22,,0,
FCE,MIA,19490530,26,,31,,22,,0,
FCE,MIA,19490531,26,,32,,20,,26.2,
FCE,MIA,19490601,26,,31,,21,,16,
FCE,MIA,19490602,27,,33,,21,,0,
FCE,MIA,19490603,26,,31,,21,,1,
FCE,MIA,19490604,26,,31,,21,,28.4,
FCE,MIA,19490605,27,,32,,22,,0,
FCE,MIA,19490606,27,,33,,21,,0,
FCE,MIA,19490607,26,,32,,21,,0,
FCE,MIA,19490608,26,,31,,22,,1.3,
FCE,MIA,19490609,26,,32,,21,,0.3,
FCE,MIA,19490610,26,,29,,23,,26.2,
FCE,MIA,19490611,24,,27,,22,,45.2,
FCE,MIA,19490612,26,,30,,22,,61.5,
FCE,MIA,19490613,26,,29,,22,,8.4,
FCE,MIA,19490614,26,,30,,22,,0,
FCE,MIA,19490615,27,,31,,23,,15,
FCE,MIA,19490616,27,,31,,23,,7.4,
FCE,MIA,19490617,27,,31,,23,,13,
FCE,MIA,19490618,26,,31,,22,,13.2,
FCE,MIA,19490619,27,,31,,23,,0,
FCE,MIA,19490620,28,,31,,25,,0.8,
FCE,MIA,19490621,28,,31,,24,,0,
FCE,MIA,19490622,27,,30,,23,,17.5,
FCE,MIA,19490623,27,,31,,22,,8.4,
FCE,MIA,19490624,28,,32,,24,,0,
FCE,MIA,19490625,28,,32,,24,,0,
FCE,MIA,19490626,29,,32,,25,,0,
FCE,MIA,19490627,28,,32,,23,,0,
FCE,MIA,19490628,28,,33,,22,,0,
FCE,MIA,19490629,28,,33,,23,,0,
FCE,MIA,19490630,29,,33,,24,,0,
FCE,MIA,19490701,28,,32,,24,,0,
FCE,MIA,19490702,28,,32,,24,,0,
FCE,MIA,19490703,28,,33,,24,,0,
FCE,MIA,19490704,28,,32,,24,,0,
FCE,MIA,19490705,28,,32,,23,,6.1,
FCE,MIA,19490706,27,,32,,22,,12.7,
FCE,MIA,19490707,28,,32,,24,,5.1,
FCE,MIA,19490708,28,,32,,24,,0,
FCE,MIA,19490709,28,,32,,24,,17,
FCE,MIA,19490710,28,,32,,24,,0,
