LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,Everglades,19240316,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19240317,15,,24,,6,,0,
FCE,Everglades,19240318,16,,24,,7,,0,
FCE,Everglades,19240319,21,,26,,16,,0,
FCE,Everglades,19240320,24,,26,,22,,4.3,
FCE,Everglades,19240321,19,,23,,15,,0,
FCE,Everglades,19240322,15,,21,,9,,0,
FCE,Everglades,19240323,17,,24,,9,,0,
FCE,Everglades,19240324,19,,26,,12,,0,
FCE,Everglades,19240325,18,,26,,9,,0,
FCE,Everglades,19240326,26,,32,,20,,0,
FCE,Everglades,19240327,23,,30,,15,,0,
FCE,Everglades,19240328,23,,31,,16,,0,
FCE,Everglades,19240329,24,,29,,18,,0,
FCE,Everglades,19240330,25,,30,,20,,0,
FCE,Everglades,19240331,26,,30,,21,,0,
FCE,Everglades,19240401,25,,30,,21,,0,
FCE,Everglades,19240402,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19240403,23,,32,,14,,0,
FCE,Everglades,19240404,23,,30,,16,,0,
FCE,Everglades,19240405,24,,30,,19,,0,
FCE,Everglades,19240406,24,,28,,19,,0,
FCE,Everglades,19240407,25,,34,,16,,0,
FCE,Everglades,19240408,24,,32,,17,,0,
FCE,Everglades,19240409,25,,35,,16,,0,
FCE,Everglades,19240410,26,,34,,18,,0,
FCE,Everglades,19240411,27,,35,,19,,0,
FCE,Everglades,19240412,28,,36,,21,,0,
FCE,Everglades,19240413,28,,34,,21,,0,
FCE,Everglades,19240414,27,,33,,21,,0,
FCE,Everglades,19240415,24,,30,,18,,3.8,
FCE,Everglades,19240416,23,,29,,17,,0,
FCE,Everglades,19240417,26,,34,,18,,0,
FCE,Everglades,19240418,29,,36,,22,,0,
FCE,Everglades,19240419,27,,34,,20,,0,
FCE,Everglades,19240420,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19240421,24,,32,,16,,8.9,
FCE,Everglades,19240422,27,,33,,20,,0,
FCE,Everglades,19240423,26,,33,,18,,6.1,
FCE,Everglades,19240424,26,,34,,18,,0,
FCE,Everglades,19240425,26,,33,,18,,0,
FCE,Everglades,19240426,25,,34,,16,,0,
FCE,Everglades,19240427,24,,33,,16,,0,
FCE,Everglades,19240428,24,,32,,17,,0,
FCE,Everglades,19240429,25,,33,,17,,0,
FCE,Everglades,19240430,26,,33,,18,,0,
FCE,Everglades,19240501,17,,-9999,M,17,,0,
FCE,Everglades,19240502,19,,-9999,M,19,,0,
FCE,Everglades,19240503,17,,-9999,M,17,,0,
FCE,Everglades,19240504,18,,-9999,M,18,,0,
FCE,Everglades,19240505,16,,-9999,M,16,,22.9,
FCE,Everglades,19240506,18,,-9999,M,18,,0,
FCE,Everglades,19240507,20,,-9999,M,20,,22.9,
FCE,Everglades,19240508,22,,-9999,M,22,,0,
FCE,Everglades,19240509,19,,-9999,M,19,,0,
FCE,Everglades,19240510,18,,-9999,M,18,,0,
FCE,Everglades,19240511,17,,-9999,M,17,,0,
FCE,Everglades,19240512,21,,-9999,M,21,,0,
FCE,Everglades,19240513,17,,-9999,M,17,,0,
FCE,Everglades,19240514,17,,-9999,M,17,,0,
FCE,Everglades,19240515,17,,-9999,M,17,,0,
FCE,Everglades,19240516,22,,-9999,M,22,,0.5,
FCE,Everglades,19240517,21,,-9999,M,21,,0,
FCE,Everglades,19240518,18,,-9999,M,18,,22.9,
FCE,Everglades,19240519,22,,-9999,M,22,,0,
FCE,Everglades,19240520,20,,-9999,M,20,,0,
FCE,Everglades,19240521,21,,-9999,M,21,,0,
FCE,Everglades,19240522,22,,-9999,M,22,,0,
FCE,Everglades,19240523,22,,-9999,M,22,,0,
FCE,Everglades,19240524,21,,-9999,M,21,,0,
FCE,Everglades,19240525,21,,-9999,M,21,,0,
FCE,Everglades,19240526,19,,-9999,M,19,,0,
FCE,Everglades,19240527,23,,-9999,M,23,,0,
FCE,Everglades,19240528,23,,-9999,M,23,,2.5,
FCE,Everglades,19240529,22,,-9999,M,22,,22.9,
FCE,Everglades,19240530,22,,-9999,M,22,,0,
FCE,Everglades,19240531,23,,-9999,M,23,,0,
FCE,Everglades,19240601,22,,-9999,M,22,,0,
FCE,Everglades,19240602,27,,-9999,M,27,,0,
FCE,Everglades,19240603,22,,-9999,M,22,,0,
FCE,Everglades,19240604,24,,-9999,M,24,,0,
FCE,Everglades,19240605,23,,-9999,M,23,,0,
FCE,Everglades,19240606,23,,-9999,M,23,,2.3,
FCE,Everglades,19240607,21,,-9999,M,21,,43.2,
FCE,Everglades,19240608,21,,-9999,M,21,,12.7,
FCE,Everglades,19240609,21,,-9999,M,21,,4.6,
FCE,Everglades,19240610,20,,-9999,M,20,,0,
FCE,Everglades,19240611,24,,-9999,M,24,,1.5,
FCE,Everglades,19240612,22,,-9999,M,22,,27.9,
FCE,Everglades,19240613,22,,-9999,M,22,,0.8,
FCE,Everglades,19240614,25,,-9999,M,25,,2.5,
FCE,Everglades,19240615,25,,-9999,M,25,,5.1,
FCE,Everglades,19240616,24,,-9999,M,24,,0,
FCE,Everglades,19240617,27,,-9999,M,27,,0,
FCE,Everglades,19240618,18,,-9999,M,18,,2.8,
FCE,Everglades,19240619,18,,-9999,M,18,,2.5,
FCE,Everglades,19240620,19,,-9999,M,19,,0,
FCE,Everglades,19240621,20,,-9999,M,20,,0,
FCE,Everglades,19240622,21,,-9999,M,21,,0,
FCE,Everglades,19240623,19,,-9999,M,19,,1,
FCE,Everglades,19240624,20,,-9999,M,20,,10.2,
FCE,Everglades,19240625,21,,-9999,M,21,,37.1,
FCE,Everglades,19240626,18,,-9999,M,18,,25.4,
FCE,Everglades,19240627,17,,-9999,M,17,,0.3,
FCE,Everglades,19240628,21,,-9999,M,21,,0.3,
FCE,Everglades,19240629,19,,-9999,M,19,,0.3,
FCE,Everglades,19240630,20,,-9999,M,20,,1,
FCE,Everglades,19261101,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261102,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261103,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261104,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261105,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261106,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261107,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261108,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261109,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261110,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261111,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261112,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261113,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261114,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19261115,25,,26,,23,,15.7,
FCE,Everglades,19261116,21,,24,,18,,20.8,
FCE,Everglades,19261117,18,,24,,12,,0,
FCE,Everglades,19261118,20,,26,,14,,0,
FCE,Everglades,19261119,17,,21,,13,,0,
FCE,Everglades,19261120,15,,21,,9,,0,
FCE,Everglades,19261121,17,,24,,9,,0,
FCE,Everglades,19261122,19,,26,,13,,0,
FCE,Everglades,19261123,21,,27,,14,,0,
FCE,Everglades,19261124,22,,28,,16,,0,
FCE,Everglades,19261125,22,,28,,16,,0,
FCE,Everglades,19261126,23,,29,,17,,0,
FCE,Everglades,19261127,23,,28,,19,,0.5,
FCE,Everglades,19261128,20,,27,,14,,0,
FCE,Everglades,19261129,22,,28,,16,,0,
FCE,Everglades,19261130,23,,28,,17,,0,
FCE,Everglades,19261201,21,,25,,18,,0,
FCE,Everglades,19261202,18,,24,,11,,0,
FCE,Everglades,19261203,19,,26,,13,,0,
FCE,Everglades,19261204,20,,26,,13,,0,
FCE,Everglades,19261205,21,,27,,14,,0,
FCE,Everglades,19261206,21,,27,,15,,0,
FCE,Everglades,19261207,20,,27,,14,,0,
FCE,Everglades,19261208,21,,25,,17,,0.8,
FCE,Everglades,19261209,22,,27,,16,,0,
FCE,Everglades,19261210,21,,27,,16,,0,
FCE,Everglades,19261211,20,,26,,14,,0,
FCE,Everglades,19261212,21,,27,,16,,0,
FCE,Everglades,19261213,23,,27,,18,,0,
FCE,Everglades,19261214,23,,28,,18,,0,
FCE,Everglades,19261215,23,,28,,17,,0,
FCE,Everglades,19261216,23,,28,,18,,0,
FCE,Everglades,19261217,22,,27,,17,,0,
FCE,Everglades,19261218,20,,24,,16,,0,
FCE,Everglades,19261219,19,,24,,13,,0,
FCE,Everglades,19261220,19,,26,,13,,0,
FCE,Everglades,19261221,22,,28,,17,,0,
FCE,Everglades,19261222,22,,27,,17,,0,
FCE,Everglades,19261223,22,,27,,17,,0,
FCE,Everglades,19261224,22,,27,,17,,0,
FCE,Everglades,19261225,22,,28,,16,,0,
FCE,Everglades,19261226,22,,28,,17,,0,
FCE,Everglades,19261227,23,,28,,18,,0,
FCE,Everglades,19261228,22,,27,,17,,0.5,
FCE,Everglades,19261229,22,,26,,18,,0,
FCE,Everglades,19261230,13,,18,,8,,0,
FCE,Everglades,19261231,11,,18,,4,,0,
FCE,Everglades,19270101,14,,21,,8,,0,
FCE,Everglades,19270102,11,,19,,3,,0,
FCE,Everglades,19270103,12,,20,,4,,0,
FCE,Everglades,19270104,16,,23,,8,,0,
FCE,Everglades,19270105,18,,23,,13,,0,
FCE,Everglades,19270106,16,,24,,7,,0,
FCE,Everglades,19270107,17,,24,,9,,0,
FCE,Everglades,19270108,18,,23,,13,,0,
FCE,Everglades,19270109,18,,24,,12,,0,
FCE,Everglades,19270110,16,,22,,9,,0,
FCE,Everglades,19270111,9,,15,,3,,0,
FCE,Everglades,19270112,9,,19,,0,,0,
FCE,Everglades,19270113,18,,24,,11,,0,
FCE,Everglades,19270114,20,,26,,14,,0,
FCE,Everglades,19270115,17,,21,,12,,0,
FCE,Everglades,19270116,12,,19,,4,,0,
FCE,Everglades,19270117,16,,23,,9,,0,
FCE,Everglades,19270118,19,,26,,11,,0,
FCE,Everglades,19270119,20,,27,,13,,0,
FCE,Everglades,19270120,22,,28,,15,,0,
FCE,Everglades,19270121,21,,27,,15,,0,
FCE,Everglades,19270122,21,,27,,14,,0,
FCE,Everglades,19270123,21,,27,,14,,0,
FCE,Everglades,19270124,21,,28,,14,,0,
FCE,Everglades,19270125,21,,28,,13,,0,
FCE,Everglades,19270126,20,,27,,13,,0,
FCE,Everglades,19270127,19,,25,,13,,0,
FCE,Everglades,19270128,17,,21,,12,,7.1,
FCE,Everglades,19270129,21,,26,,16,,0,
FCE,Everglades,19270130,20,,27,,14,,0,
FCE,Everglades,19270131,21,,28,,14,,0,
FCE,Everglades,19270201,21,,27,,15,,0,
FCE,Everglades,19270202,21,,27,,14,,0,
FCE,Everglades,19270203,21,,28,,14,,0,
FCE,Everglades,19270204,21,,28,,14,,0,
FCE,Everglades,19270205,21,,28,,14,,0,
FCE,Everglades,19270206,21,,28,,14,,0,
FCE,Everglades,19270207,22,,29,,14,,0,
FCE,Everglades,19270208,22,,27,,17,,0,
FCE,Everglades,19270209,22,,27,,17,,0,
FCE,Everglades,19270210,23,,27,,18,,0,
FCE,Everglades,19270211,21,,26,,16,,0,
FCE,Everglades,19270212,21,,28,,14,,0,
FCE,Everglades,19270213,21,,28,,13,,0,
FCE,Everglades,19270214,23,,28,,18,,0,
FCE,Everglades,19270215,24,,29,,18,,0,
FCE,Everglades,19270216,23,,28,,18,,0,
FCE,Everglades,19270217,23,,27,,18,,0,
FCE,Everglades,19270218,23,,28,,17,,0,
FCE,Everglades,19270219,22,,28,,17,,0,
FCE,Everglades,19270220,14,,24,,4,,28.2,
FCE,Everglades,19270221,14,,24,,4,,0,
FCE,Everglades,19270222,17,,24,,10,,0,
FCE,Everglades,19270223,20,,27,,13,,0,
FCE,Everglades,19270224,22,,28,,16,,0,
FCE,Everglades,19270225,22,,27,,16,,0,
FCE,Everglades,19270226,24,,27,,22,,0,
FCE,Everglades,19270227,21,,27,,14,,0,
FCE,Everglades,19270228,22,,29,,15,,0,
FCE,Everglades,19270301,21,,27,,15,,0,
FCE,Everglades,19270302,19,,22,,16,,0,
FCE,Everglades,19270303,10,,16,,4,,0,
FCE,Everglades,19270304,11,,19,,3,,0,
FCE,Everglades,19270305,15,,22,,8,,0,
FCE,Everglades,19270306,18,,26,,10,,0,
FCE,Everglades,19270307,18,,26,,11,,0,
FCE,Everglades,19270308,21,,27,,14,,0,
FCE,Everglades,19270309,23,,27,,19,,0,
FCE,Everglades,19270310,24,,27,,20,,0,
FCE,Everglades,19270311,23,,27,,18,,0,
FCE,Everglades,19270312,23,,28,,18,,0,
FCE,Everglades,19270313,22,,27,,17,,0,
FCE,Everglades,19270314,22,,28,,16,,0,
FCE,Everglades,19270315,23,,30,,15,,0,
FCE,Everglades,19270316,24,,31,,17,,0,
FCE,Everglades,19270317,24,,30,,18,,0,
FCE,Everglades,19270318,23,,29,,17,,0,
FCE,Everglades,19270319,23,,29,,18,,0,
FCE,Everglades,19270320,23,,28,,18,,5.8,
FCE,Everglades,19270321,23,,28,,18,,14.7,
FCE,Everglades,19270322,23,,28,,18,,1.5,
FCE,Everglades,19270323,22,,27,,17,,14.2,
FCE,Everglades,19270324,18,,24,,12,,0,
FCE,Everglades,19270325,16,,23,,9,,0,
FCE,Everglades,19270326,19,,27,,11,,0,
FCE,Everglades,19270327,19,,26,,12,,0,
FCE,Everglades,19270328,22,,28,,15,,0,
FCE,Everglades,19270329,23,,29,,17,,0,
FCE,Everglades,19270330,22,,28,,16,,3.3,
FCE,Everglades,19270331,22,,28,,16,,0,
FCE,Everglades,19270401,22,,27,,16,,20.8,
FCE,Everglades,19270402,23,,27,,18,,0,
FCE,Everglades,19270403,24,,29,,18,,0,
FCE,Everglades,19270404,24,,29,,18,,0,
FCE,Everglades,19270405,24,,29,,19,,0,
FCE,Everglades,19270406,26,,30,,21,,0,
FCE,Everglades,19270407,24,,31,,18,,0,
FCE,Everglades,19270408,23,,29,,17,,0,
FCE,Everglades,19270409,23,,29,,16,,0,
FCE,Everglades,19270410,23,,29,,18,,0,
FCE,Everglades,19270411,24,,29,,20,,0,
FCE,Everglades,19270412,23,,29,,16,,0,
FCE,Everglades,19270413,23,,29,,16,,0,
FCE,Everglades,19270414,23,,29,,17,,0,
FCE,Everglades,19270415,23,,29,,17,,0,
FCE,Everglades,19270416,23,,29,,16,,0,
FCE,Everglades,19270417,23,,30,,17,,0,
FCE,Everglades,19270418,24,,31,,17,,0,
FCE,Everglades,19270419,24,,31,,17,,0,
FCE,Everglades,19270420,24,,31,,17,,0,
FCE,Everglades,19270421,23,,29,,16,,0,
FCE,Everglades,19270422,23,,28,,18,,0,
FCE,Everglades,19270423,24,,29,,18,,10.4,
FCE,Everglades,19270424,24,,29,,18,,0,
FCE,Everglades,19270425,23,,30,,17,,0,
FCE,Everglades,19270426,23,,28,,18,,0,
FCE,Everglades,19270427,23,,28,,18,,0,
FCE,Everglades,19270428,24,,29,,18,,0,
FCE,Everglades,19270429,24,,29,,18,,0,
FCE,Everglades,19270430,24,,29,,18,,0,
FCE,Everglades,19270501,23,,28,,18,,0,
FCE,Everglades,19270502,24,,29,,18,,0,
FCE,Everglades,19270503,24,,29,,18,,0,
FCE,Everglades,19270504,24,,29,,18,,0,
FCE,Everglades,19270505,24,,29,,19,,0,
FCE,Everglades,19270506,26,,30,,21,,0,
FCE,Everglades,19270507,24,,31,,18,,9.4,
FCE,Everglades,19270508,24,,31,,18,,0,
FCE,Everglades,19270509,25,,31,,19,,13.2,
FCE,Everglades,19270510,25,,31,,20,,18,
FCE,Everglades,19270511,25,,30,,20,,0,
FCE,Everglades,19270512,26,,30,,22,,0,
FCE,Everglades,19270513,26,,31,,22,,0,
FCE,Everglades,19270514,27,,31,,22,,0,
FCE,Everglades,19270515,26,,31,,21,,0,
FCE,Everglades,19270516,23,,28,,18,,0,
FCE,Everglades,19270517,20,,26,,14,,0,
FCE,Everglades,19270518,22,,28,,15,,0,
FCE,Everglades,19270519,24,,31,,17,,0,
FCE,Everglades,19270520,24,,32,,17,,0,
FCE,Everglades,19270521,28,,33,,22,,0,
FCE,Everglades,19270522,27,,32,,21,,0,
FCE,Everglades,19270523,27,,33,,22,,0,
FCE,Everglades,19270524,28,,33,,22,,0,
FCE,Everglades,19270525,25,,31,,20,,0,
FCE,Everglades,19270526,26,,31,,21,,0,
FCE,Everglades,19270527,26,,32,,21,,0,
FCE,Everglades,19270528,27,,32,,22,,0,
FCE,Everglades,19270529,27,,32,,22,,0,
FCE,Everglades,19270530,28,,33,,23,,0,
FCE,Everglades,19270531,27,,32,,22,,0,
FCE,Everglades,19270601,27,,32,,22,,0,
FCE,Everglades,19270602,28,,33,,22,,0,
FCE,Everglades,19270603,27,,31,,23,,0,
FCE,Everglades,19270604,27,,32,,23,,0,
FCE,Everglades,19270605,28,,32,,23,,0,
FCE,Everglades,19270606,28,,34,,23,,0,
FCE,Everglades,19270607,26,,31,,22,,15.7,
FCE,Everglades,19270608,26,,31,,22,,3.3,
FCE,Everglades,19270609,26,,31,,21,,15.5,
FCE,Everglades,19270610,27,,32,,22,,0,
FCE,Everglades,19270611,27,,32,,22,,0,
FCE,Everglades,19270612,27,,32,,22,,0,
FCE,Everglades,19270613,27,,32,,22,,0,
FCE,Everglades,19270614,28,,32,,23,,0,
FCE,Everglades,19270615,28,,32,,24,,0,
FCE,Everglades,19270616,28,,33,,22,,0,
FCE,Everglades,19270617,28,,33,,23,,0,
FCE,Everglades,19270618,28,,33,,23,,0,
FCE,Everglades,19270619,28,,33,,23,,0,
FCE,Everglades,19270620,28,,33,,23,,9.7,
FCE,Everglades,19270621,28,,33,,22,,0,
FCE,Everglades,19270622,28,,32,,23,,5.3,
FCE,Everglades,19270623,28,,33,,23,,6.4,
FCE,Everglades,19270624,27,,32,,22,,1.3,
FCE,Everglades,19270625,28,,32,,23,,2,
FCE,Everglades,19270626,28,,33,,22,,13.5,
FCE,Everglades,19270627,26,,31,,22,,7.6,
FCE,Everglades,19270628,28,,32,,23,,0,
FCE,Everglades,19270629,29,,33,,26,,0,
FCE,Everglades,19270630,28,,33,,23,,0,
FCE,Everglades,19270701,30,,35,,24,,0,
FCE,Everglades,19270702,28,,32,,24,,0,
FCE,Everglades,19270703,28,,32,,24,,0,
FCE,Everglades,19270704,29,,33,,24,,0,
FCE,Everglades,19270705,29,,34,,23,,0,
FCE,Everglades,19270706,27,,32,,22,,7.6,
FCE,Everglades,19270707,26,,31,,22,,8.4,
FCE,Everglades,19270708,27,,31,,22,,15.2,
FCE,Everglades,19270709,30,,36,,24,,1.3,
FCE,Everglades,19270710,31,,38,,24,,0,
FCE,Everglades,19270711,28,,36,,21,,49.3,
FCE,Everglades,19270712,28,,36,,21,,3.8,
FCE,Everglades,19270713,28,,34,,22,,0,
FCE,Everglades,19270714,27,,33,,21,,45.7,
FCE,Everglades,19270715,28,,32,,23,,0,
FCE,Everglades,19270716,28,,31,,26,,5.1,
FCE,Everglades,19270717,28,,32,,23,,0.3,
FCE,Everglades,19270718,27,,31,,22,,29.2,
FCE,Everglades,19270719,26,,31,,22,,17.8,
FCE,Everglades,19270720,27,,32,,22,,5.1,
FCE,Everglades,19270721,28,,32,,23,,20.3,
FCE,Everglades,19270722,29,,32,,26,,1.3,
FCE,Everglades,19270723,27,,32,,23,,1.3,
FCE,Everglades,19270724,28,,32,,23,,0,
FCE,Everglades,19270725,28,,33,,23,,0,
FCE,Everglades,19270726,28,,32,,24,,0,
FCE,Everglades,19270727,28,,33,,23,,0,
FCE,Everglades,19270728,29,,34,,23,,5.1,
FCE,Everglades,19270729,26,,32,,21,,0,
FCE,Everglades,19270730,28,,33,,23,,0,
FCE,Everglades,19270731,28,,33,,23,,0,
FCE,Everglades,19270801,28,,32,,23,,0,
FCE,Everglades,19270802,28,,33,,23,,0,
FCE,Everglades,19270803,28,,33,,23,,21.6,
FCE,Everglades,19270804,29,,33,,24,,3.8,
FCE,Everglades,19270805,28,,33,,23,,17.8,
FCE,Everglades,19270806,28,,33,,23,,0,
FCE,Everglades,19270807,27,,33,,21,,41.9,
FCE,Everglades,19270808,28,,33,,23,,20.3,
FCE,Everglades,19270809,28,,32,,23,,0,
FCE,Everglades,19270810,28,,32,,23,,2.5,
FCE,Everglades,19270811,28,,32,,24,,0,
FCE,Everglades,19270812,29,,32,,25,,0,
FCE,Everglades,19270813,29,,32,,26,,0,
FCE,Everglades,19270814,29,,33,,24,,0,
FCE,Everglades,19270815,28,,31,,24,,2.5,
FCE,Everglades,19270816,28,,32,,23,,0,
FCE,Everglades,19270817,28,,32,,25,,12.7,
FCE,Everglades,19270818,29,,33,,25,,0,
FCE,Everglades,19270819,29,,33,,26,,1.3,
FCE,Everglades,19270820,28,,33,,23,,6.4,
FCE,Everglades,19270821,29,,33,,24,,0,
FCE,Everglades,19270822,28,,33,,22,,19.1,
FCE,Everglades,19270823,30,,34,,26,,3.8,
FCE,Everglades,19270824,29,,34,,24,,0,
FCE,Everglades,19270825,29,,33,,24,,0,
FCE,Everglades,19270826,27,,32,,22,,0,
FCE,Everglades,19270827,28,,32,,24,,0,
FCE,Everglades,19270828,28,,32,,24,,0,
FCE,Everglades,19270829,28,,33,,24,,0,
FCE,Everglades,19270830,27,,32,,22,,27.9,
FCE,Everglades,19270831,27,,32,,22,,21.6,
FCE,Everglades,19270901,-9999,M,-9999,M,-9999,M,12.7,
FCE,Everglades,19270902,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270903,-9999,M,-9999,M,-9999,M,17.8,
FCE,Everglades,19270904,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270905,-9999,M,-9999,M,-9999,M,15.2,
FCE,Everglades,19270906,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270907,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270908,-9999,M,-9999,M,-9999,M,6.4,
FCE,Everglades,19270909,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270910,-9999,M,-9999,M,-9999,M,25.4,
FCE,Everglades,19270911,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270912,-9999,M,-9999,M,-9999,M,14,
FCE,Everglades,19270913,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270914,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270915,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270916,-9999,M,-9999,M,-9999,M,11.9,
FCE,Everglades,19270917,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270918,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270919,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270920,-9999,M,-9999,M,-9999,M,25.4,
FCE,Everglades,19270921,-9999,M,-9999,M,-9999,M,12.7,
FCE,Everglades,19270922,-9999,M,-9999,M,-9999,M,22.1,
FCE,Everglades,19270923,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270924,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270925,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270926,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270927,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270928,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270929,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19270930,-9999,M,-9999,M,-9999,M,1.3,
FCE,Everglades,19271001,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271002,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271003,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271004,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271005,-9999,M,-9999,M,-9999,M,10.2,
FCE,Everglades,19271006,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271007,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271008,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271009,-9999,M,-9999,M,-9999,M,15.2,
FCE,Everglades,19271010,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271011,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271012,-9999,M,-9999,M,-9999,M,2.5,
FCE,Everglades,19271013,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271014,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271015,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271016,-9999,M,-9999,M,-9999,M,30.5,
FCE,Everglades,19271017,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271018,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271019,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271020,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271021,-9999,M,-9999,M,-9999,M,0,
FCE,Everglades,19271022,-9999,M,-9999,M,-9999,M,5.3,
