LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,FlamingoRS,19510310,21,,27,,15,,0.00,
FCE,FlamingoRS,19510311,20,,26,,14,,0.00,
FCE,FlamingoRS,19510312,20,,27,,13,,0.00,
FCE,FlamingoRS,19510313,22,,26,,18,,10.20,
FCE,FlamingoRS,19510314,19,,22,,15,,0.00,
FCE,FlamingoRS,19510315,17,,23,,11,,0.00,
FCE,FlamingoRS,19510316,16,,22,,11,,0.00,
FCE,FlamingoRS,19510317,18,,24,,11,,0.00,
FCE,FlamingoRS,19510318,21,,26,,16,,0.00,
FCE,FlamingoRS,19510319,24,,27,,21,,0.00,
FCE,FlamingoRS,19510320,23,,28,,18,,0.00,
FCE,FlamingoRS,19510321,22,,26,,19,,0.00,
FCE,FlamingoRS,19510322,18,,26,,9,,0.00,
FCE,FlamingoRS,19510323,18,,25,,10,,0.00,
FCE,FlamingoRS,19510324,19,,26,,12,,0.00,
FCE,FlamingoRS,19510325,20,,27,,13,,0.00,
FCE,FlamingoRS,19510326,18,,26,,11,,0.00,
FCE,FlamingoRS,19510327,19,,27,,11,,0.00,
FCE,FlamingoRS,19510328,22,,26,,18,,0.00,
FCE,FlamingoRS,19510329,23,,27,,18,,0.00,
FCE,FlamingoRS,19510330,23,,27,,19,,1.00,
FCE,FlamingoRS,19510331,21,,27,,15,,0.00,
FCE,FlamingoRS,19510401,22,,28,,15,,0.00,
FCE,FlamingoRS,19510402,23,,28,,18,,0.00,
FCE,FlamingoRS,19510403,22,,27,,17,,1.00,
FCE,FlamingoRS,19510404,17,,22,,12,,0.00,
FCE,FlamingoRS,19510405,18,,26,,10,,0.00,
FCE,FlamingoRS,19510406,21,,26,,17,,0.00,
FCE,FlamingoRS,19510407,24,,28,,21,,0.00,
FCE,FlamingoRS,19510408,21,,26,,17,,17.50,
FCE,FlamingoRS,19510409,23,,28,,19,,0.50,
FCE,FlamingoRS,19510410,18,,21,,15,,53.60,
FCE,FlamingoRS,19510411,23,,28,,18,,0.00,
FCE,FlamingoRS,19510412,23,,28,,18,,0.00,
FCE,FlamingoRS,19510413,19,,22,,16,,1.30,
FCE,FlamingoRS,19510414,20,,24,,15,,0.00,
FCE,FlamingoRS,19510415,18,,26,,10,,0.00,
FCE,FlamingoRS,19510416,21,,29,,14,,0.00,
FCE,FlamingoRS,19510417,23,,31,,16,,0.00,
FCE,FlamingoRS,19510418,24,,29,,19,,0.00,
FCE,FlamingoRS,19510419,24,,29,,19,,0.00,
FCE,FlamingoRS,19510420,24,,30,,19,,2.30,
FCE,FlamingoRS,19510421,24,,29,,19,,0.00,
FCE,FlamingoRS,19510422,23,,28,,19,,0.00,
FCE,FlamingoRS,19510423,24,,29,,19,,2.80,
FCE,FlamingoRS,19510424,23,,29,,17,,0.80,
FCE,FlamingoRS,19510425,23,,29,,17,,0.80,
FCE,FlamingoRS,19510426,23,,28,,17,,0.00,
FCE,FlamingoRS,19510427,24,,29,,18,,43.40,
FCE,FlamingoRS,19510428,24,,29,,18,,0.30,
FCE,FlamingoRS,19510429,24,,29,,18,,0.00,
FCE,FlamingoRS,19510430,24,,30,,18,,0.00,
FCE,FlamingoRS,19510501,24,,29,,18,,0.00,
FCE,FlamingoRS,19510502,23,,30,,17,,0.00,
FCE,FlamingoRS,19510503,23,,29,,17,,0.00,
FCE,FlamingoRS,19510504,25,,29,,21,,0.00,
FCE,FlamingoRS,19510505,24,,29,,20,,3.80,
FCE,FlamingoRS,19510506,23,,29,,17,,0.00,
FCE,FlamingoRS,19510507,23,,31,,16,,0.00,
FCE,FlamingoRS,19510508,22,,29,,14,,0.00,
FCE,FlamingoRS,19510509,24,,28,,19,,0.00,
FCE,FlamingoRS,19510510,26,,29,,22,,0.00,
FCE,FlamingoRS,19510511,24,,29,,18,,0.00,
FCE,FlamingoRS,19510512,24,,29,,19,,0.00,
FCE,FlamingoRS,19510513,26,,31,,21,,2.50,
FCE,FlamingoRS,19510514,25,,29,,20,,1.80,
FCE,FlamingoRS,19510515,22,,27,,17,,0.00,
FCE,FlamingoRS,19510516,22,,28,,15,,0.00,
FCE,FlamingoRS,19510517,20,,27,,13,,10.40,
FCE,FlamingoRS,19510518,23,,28,,18,,0.00,
FCE,FlamingoRS,19510519,22,,29,,14,,0.00,
FCE,FlamingoRS,19510520,24,,31,,17,,5.10,
FCE,FlamingoRS,19510521,24,,31,,17,,0.00,
FCE,FlamingoRS,19510522,25,,32,,18,,0.00,
FCE,FlamingoRS,19510523,26,,32,,19,,0.00,
FCE,FlamingoRS,19510524,24,,31,,18,,0.00,
FCE,FlamingoRS,19510525,24,,31,,18,,0.00,
FCE,FlamingoRS,19510526,29,,32,,26,,0.00,
FCE,FlamingoRS,19510527,26,,30,,22,,12.70,
FCE,FlamingoRS,19510528,25,,29,,20,,0.00,
FCE,FlamingoRS,19510529,24,,31,,17,,0.00,
FCE,FlamingoRS,19510530,26,,31,,21,,0.00,
FCE,FlamingoRS,19510531,25,,32,,18,,0.00,
FCE,FlamingoRS,19510601,25,,32,,18,,0.00,
FCE,FlamingoRS,19510602,25,,31,,19,,0.00,
FCE,FlamingoRS,19510603,23,,29,,17,,0.00,
FCE,FlamingoRS,19510604,24,,30,,18,,0.00,
FCE,FlamingoRS,19510605,26,,32,,19,,0.00,
FCE,FlamingoRS,19510606,26,,32,,21,,0.00,
FCE,FlamingoRS,19510607,26,,33,,20,,0.00,
FCE,FlamingoRS,19510608,26,,32,,20,,0.00,
FCE,FlamingoRS,19510609,27,,33,,22,,0.00,
FCE,FlamingoRS,19510610,27,,33,,20,,0.00,
FCE,FlamingoRS,19510611,26,,33,,18,,0.00,
FCE,FlamingoRS,19510612,26,,33,,18,,0.00,
FCE,FlamingoRS,19510613,27,,33,,22,,0.00,
FCE,FlamingoRS,19510614,28,,33,,22,,0.00,
FCE,FlamingoRS,19510615,28,,34,,22,,0.00,
FCE,FlamingoRS,19510616,27,,33,,21,,5.60,
FCE,FlamingoRS,19510617,28,,34,,21,,0.00,
FCE,FlamingoRS,19510618,28,,34,,22,,0.00,
FCE,FlamingoRS,19510619,27,,33,,21,,0.00,
FCE,FlamingoRS,19510620,27,,34,,20,,0.00,
FCE,FlamingoRS,19510621,27,,33,,21,,0.00,
FCE,FlamingoRS,19510622,28,,33,,23,,21.30,
FCE,FlamingoRS,19510623,27,,33,,22,,0.00,
FCE,FlamingoRS,19510624,28,,33,,22,,0.00,
FCE,FlamingoRS,19510625,28,,34,,22,,0.80,
FCE,FlamingoRS,19510626,25,,32,,18,,1.80,
FCE,FlamingoRS,19510627,27,,32,,22,,0.00,
FCE,FlamingoRS,19510628,28,,35,,22,,3.80,
FCE,FlamingoRS,19510629,28,,33,,22,,0.00,
FCE,FlamingoRS,19510630,28,,34,,21,,0.00,
FCE,FlamingoRS,19510701,29,,35,,22,,0.00,
FCE,FlamingoRS,19510702,28,,34,,22,,0.00,
FCE,FlamingoRS,19510703,27,,33,,21,,0.00,
FCE,FlamingoRS,19510704,29,,36,,22,,0.00,
FCE,FlamingoRS,19510705,27,,32,,22,,18.00,
FCE,FlamingoRS,19510706,27,,31,,23,,5.30,
FCE,FlamingoRS,19510707,27,,32,,22,,0.00,
FCE,FlamingoRS,19510708,26,,32,,21,,15.50,
FCE,FlamingoRS,19510709,27,,31,,22,,2.30,
FCE,FlamingoRS,19510710,26,,30,,22,,24.10,
FCE,FlamingoRS,19510711,27,,32,,22,,16.30,
FCE,FlamingoRS,19510712,27,,32,,21,,0.80,
FCE,FlamingoRS,19510713,28,,33,,23,,0.00,
FCE,FlamingoRS,19510714,27,,32,,22,,7.90,
FCE,FlamingoRS,19510715,28,,34,,22,,0.00,
FCE,FlamingoRS,19510716,28,,33,,22,,8.90,
FCE,FlamingoRS,19510717,27,,32,,22,,16.50,
FCE,FlamingoRS,19510718,28,,32,,23,,0.30,
FCE,FlamingoRS,19510719,27,,32,,22,,0.00,
FCE,FlamingoRS,19510720,27,,29,,24,,0.00,
FCE,FlamingoRS,19510721,27,,32,,22,,0.00,
FCE,FlamingoRS,19510722,27,,32,,22,,1.30,
FCE,FlamingoRS,19510723,28,,32,,24,,0.00,
FCE,FlamingoRS,19510724,27,,32,,22,,31.00,
FCE,FlamingoRS,19510725,26,,31,,21,,12.70,
FCE,FlamingoRS,19510726,26,,31,,21,,1.80,
FCE,FlamingoRS,19510727,26,,31,,22,,7.60,
FCE,FlamingoRS,19510728,27,,32,,22,,0.00,
FCE,FlamingoRS,19510729,28,,32,,24,,0.00,
FCE,FlamingoRS,19510730,28,,33,,23,,0.00,
FCE,FlamingoRS,19510731,28,,33,,23,,0.00,
FCE,FlamingoRS,19510801,28,,34,,21,,11.20,
FCE,FlamingoRS,19510802,27,,33,,21,,1.50,
FCE,FlamingoRS,19510803,27,,32,,22,,0.00,
FCE,FlamingoRS,19510804,28,,33,,24,,0.00,
FCE,FlamingoRS,19510805,29,,33,,24,,0.00,
FCE,FlamingoRS,19510806,28,,33,,23,,0.00,
FCE,FlamingoRS,19510807,28,,32,,23,,0.00,
FCE,FlamingoRS,19510808,28,,34,,21,,0.00,
FCE,FlamingoRS,19510809,28,,33,,22,,0.00,
FCE,FlamingoRS,19510810,29,,34,,23,,30.50,
FCE,FlamingoRS,19510811,28,,33,,23,,0.00,
FCE,FlamingoRS,19510812,28,,33,,24,,0.00,
FCE,FlamingoRS,19510813,28,,32,,24,,0.30,
FCE,FlamingoRS,19510814,27,,32,,21,,15.20,
FCE,FlamingoRS,19510815,28,,32,,23,,12.70,
FCE,FlamingoRS,19510816,28,,32,,24,,5.10,
FCE,FlamingoRS,19510817,28,,33,,24,,0.00,
FCE,FlamingoRS,19510818,28,,33,,23,,0.00,
FCE,FlamingoRS,19510819,29,,33,,26,,0.00,
FCE,FlamingoRS,19510820,29,,33,,24,,0.00,
FCE,FlamingoRS,19510821,28,,32,,23,,11.40,
FCE,FlamingoRS,19510822,28,,32,,24,,0.00,
FCE,FlamingoRS,19510823,28,,32,,24,,0.00,
FCE,FlamingoRS,19510824,29,,33,,24,,24.90,
FCE,FlamingoRS,19510825,28,,32,,25,,0.00,
FCE,FlamingoRS,19510826,29,,33,,24,,13.50,
FCE,FlamingoRS,19510827,28,,33,,23,,0.00,
FCE,FlamingoRS,19510828,28,,33,,24,,13.50,
FCE,FlamingoRS,19510829,28,,33,,24,,11.20,
FCE,FlamingoRS,19510830,27,,32,,22,,38.10,
FCE,FlamingoRS,19510831,28,,33,,23,,8.60,
FCE,FlamingoRS,19510901,28,,33,,23,,0.00,
FCE,FlamingoRS,19510902,28,,32,,24,,0.30,
FCE,FlamingoRS,19510903,28,,33,,24,,0.00,
FCE,FlamingoRS,19510904,28,,32,,24,,6.90,
FCE,FlamingoRS,19510905,28,,33,,24,,0.00,
FCE,FlamingoRS,19510906,28,,33,,23,,0.00,
FCE,FlamingoRS,19510907,28,,33,,23,,0.00,
FCE,FlamingoRS,19510908,29,,34,,23,,0.00,
FCE,FlamingoRS,19510909,28,,32,,23,,0.00,
FCE,FlamingoRS,19510910,28,,33,,23,,0.00,
FCE,FlamingoRS,19510911,28,,33,,23,,0.00,
FCE,FlamingoRS,19510912,28,,33,,22,,0.00,
FCE,FlamingoRS,19510913,27,,32,,23,,0.50,
FCE,FlamingoRS,19510914,27,,32,,21,,0.00,
FCE,FlamingoRS,19510915,28,,33,,22,,0.00,
FCE,FlamingoRS,19510916,29,,35,,23,,0.00,
FCE,FlamingoRS,19510917,22,,-9999,M,22,,0.00,
FCE,FlamingoRS,19510918,30,,34,,26,,0.00,
FCE,FlamingoRS,19510919,28,,33,,24,,0.00,
FCE,FlamingoRS,19510920,29,,33,,24,,0.00,
FCE,FlamingoRS,19510921,28,,33,,24,,0.00,
FCE,FlamingoRS,19510922,28,,33,,22,,0.00,
FCE,FlamingoRS,19510923,28,,33,,23,,0.00,
FCE,FlamingoRS,19510924,28,,33,,22,,0.00,
FCE,FlamingoRS,19510925,27,,32,,22,,0.00,
FCE,FlamingoRS,19510926,27,,33,,22,,0.00,
FCE,FlamingoRS,19510927,27,,32,,22,,0.00,
FCE,FlamingoRS,19510928,27,,32,,22,,8.90,
FCE,FlamingoRS,19510929,28,,32,,23,,0.00,
FCE,FlamingoRS,19510930,26,,30,,22,,3.60,
FCE,FlamingoRS,19511001,26,,29,,23,,6.60,
FCE,FlamingoRS,19511002,26,,30,,22,,18.00,
FCE,FlamingoRS,19511003,-9999,M,31,,-9999,M,0.00,
FCE,FlamingoRS,19511004,27,,32,,21,,0.00,
FCE,FlamingoRS,19511005,28,,32,,23,,0.00,
FCE,FlamingoRS,19511006,26,,32,,20,,0.00,
FCE,FlamingoRS,19511007,26,,31,,21,,0.00,
FCE,FlamingoRS,19511008,27,,32,,21,,0.00,
FCE,FlamingoRS,19511009,26,,30,,22,,19.30,
FCE,FlamingoRS,19511010,24,,27,,21,,13.20,
FCE,FlamingoRS,19511011,22,,26,,18,,0.00,
FCE,FlamingoRS,19511012,23,,28,,18,,0.00,
FCE,FlamingoRS,19511013,24,,27,,21,,0.00,
FCE,FlamingoRS,19511014,25,,27,,22,,0.00,
FCE,FlamingoRS,19511015,25,,30,,20,,0.00,
FCE,FlamingoRS,19511016,25,,29,,21,,0.00,
FCE,FlamingoRS,19511017,26,,31,,22,,0.00,
FCE,FlamingoRS,19511018,26,,31,,22,,11.40,
FCE,FlamingoRS,19511019,24,,29,,19,,0.00,
FCE,FlamingoRS,19511020,23,,29,,18,,0.00,
FCE,FlamingoRS,19511021,24,,30,,19,,0.00,
FCE,FlamingoRS,19511022,26,,31,,21,,0.00,
FCE,FlamingoRS,19511023,26,,31,,21,,0.00,
FCE,FlamingoRS,19511024,27,,31,,22,,0.00,
FCE,FlamingoRS,19511025,26,,31,,22,,0.00,
FCE,FlamingoRS,19511026,25,,29,,21,,1.30,
FCE,FlamingoRS,19511027,26,,31,,20,,0.00,
FCE,FlamingoRS,19511028,25,,31,,19,,38.10,
FCE,FlamingoRS,19511029,25,,31,,18,,0.00,
FCE,FlamingoRS,19511030,25,,31,,19,,0.00,
FCE,FlamingoRS,19511031,25,,31,,20,,0.00,
FCE,FlamingoRS,19511101,25,,31,,20,,0.00,
FCE,FlamingoRS,19511102,27,,31,,22,,0.00,
FCE,FlamingoRS,19511103,23,,27,,19,,2.00,
FCE,FlamingoRS,19511104,18,,21,,14,,2.00,
FCE,FlamingoRS,19511105,22,,27,,17,,0.00,
FCE,FlamingoRS,19511106,24,,28,,19,,0.00,
FCE,FlamingoRS,19511107,23,,27,,18,,0.00,
FCE,FlamingoRS,19511108,18,,23,,13,,0.00,
FCE,FlamingoRS,19511109,19,,26,,12,,0.00,
FCE,FlamingoRS,19511110,23,,29,,17,,0.00,
FCE,FlamingoRS,19511111,-9999,M,27,,-9999,M,0.00,
FCE,FlamingoRS,19511112,22,,28,,16,,0.00,
FCE,FlamingoRS,19511113,22,,28,,16,,0.00,
FCE,FlamingoRS,19511114,23,,30,,16,,0.00,
FCE,FlamingoRS,19511115,23,,31,,16,,0.00,
FCE,FlamingoRS,19511116,27,,29,,24,,0.00,
FCE,FlamingoRS,19511117,24,,28,,21,,2.50,
FCE,FlamingoRS,19511118,15,,22,,9,,0.00,
FCE,FlamingoRS,19511119,13,,19,,6,,0.00,
FCE,FlamingoRS,19511120,16,,24,,8,,0.00,
FCE,FlamingoRS,19511121,18,,24,,12,,0.00,
FCE,FlamingoRS,19511122,19,,26,,12,,0.00,
FCE,FlamingoRS,19511123,22,,28,,17,,0.00,
FCE,FlamingoRS,19511124,23,,28,,17,,0.00,
FCE,FlamingoRS,19511125,23,,28,,18,,3.60,
FCE,FlamingoRS,19511126,23,,29,,17,,0.00,
FCE,FlamingoRS,19511127,23,,28,,18,,0.00,
FCE,FlamingoRS,19511128,23,,29,,17,,0.00,
FCE,FlamingoRS,19511129,22,,26,,18,,0.00,
FCE,FlamingoRS,19511130,21,,27,,14,,0.00,
FCE,FlamingoRS,19511201,23,,26,,19,,0.00,
FCE,FlamingoRS,19511202,21,,27,,15,,0.00,
FCE,FlamingoRS,19511203,22,,26,,18,,0.00,
FCE,FlamingoRS,19511204,23,,27,,18,,0.00,
FCE,FlamingoRS,19511205,23,,29,,17,,0.00,
FCE,FlamingoRS,19511206,23,,28,,18,,0.00,
FCE,FlamingoRS,19511207,24,,29,,18,,0.00,
FCE,FlamingoRS,19511208,24,,28,,19,,0.00,
FCE,FlamingoRS,19511209,23,,29,,17,,0.00,
FCE,FlamingoRS,19511210,21,,27,,16,,0.00,
FCE,FlamingoRS,19511211,21,,27,,14,,0.00,
FCE,FlamingoRS,19511212,16,,22,,10,,1.80,
FCE,FlamingoRS,19511213,14,,24,,5,,0.00,
FCE,FlamingoRS,19511214,18,,26,,11,,0.00,
FCE,FlamingoRS,19511215,23,,28,,18,,0.00,
FCE,FlamingoRS,19511216,18,,24,,11,,0.50,
FCE,FlamingoRS,19511217,19,,24,,14,,0.00,
FCE,FlamingoRS,19511218,21,,27,,16,,0.00,
FCE,FlamingoRS,19511219,22,,26,,18,,0.00,
FCE,FlamingoRS,19511220,23,,27,,18,,0.00,
FCE,FlamingoRS,19511221,25,,28,,22,,0.00,
FCE,FlamingoRS,19511222,23,,29,,17,,0.00,
FCE,FlamingoRS,19511223,24,,28,,19,,0.00,
FCE,FlamingoRS,19511224,25,,31,,18,,0.00,
FCE,FlamingoRS,19511225,23,,28,,18,,0.00,
FCE,FlamingoRS,19511226,22,,28,,17,,0.00,
FCE,FlamingoRS,19511227,21,,27,,16,,0.80,
FCE,FlamingoRS,19511228,18,,24,,12,,0.00,
FCE,FlamingoRS,19511229,20,,26,,13,,0.00,
FCE,FlamingoRS,19511230,20,,27,,13,,0.00,
FCE,FlamingoRS,19511231,21,,27,,14,,0.00,
FCE,FlamingoRS,19520101,22,,28,,16,,0.00,
FCE,FlamingoRS,19520102,23,,27,,18,,0.00,
FCE,FlamingoRS,19520103,23,,28,,17,,0.00,
FCE,FlamingoRS,19520104,21,,27,,15,,0.00,
FCE,FlamingoRS,19520105,21,,27,,15,,0.00,
FCE,FlamingoRS,19520108,16,,23,,8,,0.00,
FCE,FlamingoRS,19520109,18,,25,,10,,0.00,
FCE,FlamingoRS,19520110,18,,26,,9,,0.00,
FCE,FlamingoRS,19520111,16,,24,,9,,0.00,
FCE,FlamingoRS,19520112,19,,23,,16,,0.00,
FCE,FlamingoRS,19520113,18,,23,,13,,0.00,
FCE,FlamingoRS,19520114,21,,26,,16,,0.00,
FCE,FlamingoRS,19520115,19,,25,,13,,0.00,
FCE,FlamingoRS,19520116,19,,26,,13,,0.00,
FCE,FlamingoRS,19520117,19,,26,,13,,0.00,
FCE,FlamingoRS,19520118,19,,26,,13,,0.00,
FCE,FlamingoRS,19520119,19,,27,,11,,0.00,
FCE,FlamingoRS,19520120,20,,27,,13,,0.00,
FCE,FlamingoRS,19520121,20,,27,,12,,0.00,
FCE,FlamingoRS,19520122,23,,27,,19,,0.00,
FCE,FlamingoRS,19520123,22,,28,,16,,0.00,
FCE,FlamingoRS,19520124,22,,27,,16,,0.30,
FCE,FlamingoRS,19520125,23,,27,,19,,0.00,
FCE,FlamingoRS,19520126,21,,27,,16,,0.00,
FCE,FlamingoRS,19520127,22,,27,,17,,0.00,
FCE,FlamingoRS,19520128,24,,28,,21,,9.90,
FCE,FlamingoRS,19520129,19,,26,,12,,0.00,
FCE,FlamingoRS,19520130,13,,18,,7,,0.00,
FCE,FlamingoRS,19520131,15,,23,,7,,0.00,
FCE,FlamingoRS,19520201,16,,24,,9,,0.00,
FCE,FlamingoRS,19520202,18,,23,,13,,0.00,
FCE,FlamingoRS,19520203,21,,26,,16,,0.00,
FCE,FlamingoRS,19520204,19,,27,,12,,0.00,
FCE,FlamingoRS,19520205,20,,26,,14,,10.20,
FCE,FlamingoRS,19520206,14,,21,,7,,0.00,
FCE,FlamingoRS,19520207,14,,22,,7,,9.90,
FCE,FlamingoRS,19520208,14,,22,,7,,0.00,
FCE,FlamingoRS,19520209,17,,24,,10,,0.00,
FCE,FlamingoRS,19520210,18,,24,,11,,0.00,
FCE,FlamingoRS,19520211,19,,26,,12,,0.00,
FCE,FlamingoRS,19520212,16,,26,,6,,0.00,
FCE,FlamingoRS,19520213,18,,25,,10,,0.00,
FCE,FlamingoRS,19520214,19,,26,,12,,0.00,
FCE,FlamingoRS,19520215,21,,27,,15,,0.00,
FCE,FlamingoRS,19520216,25,,28,,22,,0.00,
FCE,FlamingoRS,19520217,23,,27,,18,,5.10,
FCE,FlamingoRS,19520218,16,,23,,9,,0.00,
FCE,FlamingoRS,19520219,18,,24,,11,,0.00,
FCE,FlamingoRS,19520220,19,,26,,13,,0.00,
FCE,FlamingoRS,19520221,21,,27,,15,,0.00,
FCE,FlamingoRS,19520222,20,,27,,13,,0.00,
FCE,FlamingoRS,19520223,22,,28,,16,,0.00,
FCE,FlamingoRS,19520224,23,,28,,18,,0.00,
FCE,FlamingoRS,19520225,22,,28,,16,,0.00,
FCE,FlamingoRS,19520226,24,,28,,19,,0.00,
FCE,FlamingoRS,19520227,20,,26,,14,,11.90,
FCE,FlamingoRS,19520228,13,,21,,6,,0.00,
FCE,FlamingoRS,19520229,16,,25,,7,,0.00,
FCE,FlamingoRS,19520301,18,,27,,10,,0.00,
FCE,FlamingoRS,19520302,20,,26,,14,,0.00,
FCE,FlamingoRS,19520303,23,,28,,18,,0.00,
FCE,FlamingoRS,19520308,21,,26,,15,,0.50,
FCE,FlamingoRS,19520309,20,,26,,14,,0.00,
FCE,FlamingoRS,19520310,21,,26,,16,,0.00,
FCE,FlamingoRS,19520311,25,,29,,21,,0.00,
FCE,FlamingoRS,19520312,24,,29,,18,,0.00,
FCE,FlamingoRS,19520313,25,,30,,21,,0.00,
FCE,FlamingoRS,19520314,25,,30,,19,,0.00,
FCE,FlamingoRS,19520315,24,,28,,19,,2.80,
FCE,FlamingoRS,19520316,22,,27,,16,,0.00,
FCE,FlamingoRS,19520317,16,,23,,9,,0.00,
FCE,FlamingoRS,19520318,17,,25,,8,,0.00,
FCE,FlamingoRS,19520319,23,,28,,18,,0.00,
FCE,FlamingoRS,19520320,21,,28,,14,,0.00,
FCE,FlamingoRS,19520321,23,,28,,18,,0.00,
FCE,FlamingoRS,19520322,26,,30,,21,,0.00,
FCE,FlamingoRS,19520323,26,,29,,22,,0.00,
FCE,FlamingoRS,19520324,26,,29,,23,,0.00,
FCE,FlamingoRS,19520325,26,,29,,23,,0.00,
FCE,FlamingoRS,19520326,27,,30,,23,,0.00,
FCE,FlamingoRS,19520327,24,,29,,18,,32.30,
FCE,FlamingoRS,19520328,23,,29,,17,,0.00,
FCE,FlamingoRS,19520329,23,,29,,17,,0.00,
FCE,FlamingoRS,19520330,22,,28,,16,,0.00,
FCE,FlamingoRS,19520331,20,,26,,14,,0.00,
FCE,FlamingoRS,19520401,23,,28,,18,,0.00,
FCE,FlamingoRS,19520402,24,,27,,20,,0.00,
FCE,FlamingoRS,19520403,23,,29,,18,,0.00,
FCE,FlamingoRS,19520404,24,,29,,19,,0.00,
FCE,FlamingoRS,19520405,23,,29,,16,,0.00,
