LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,Tavernier,19360913,27,,28,,25,,0.00,
FCE,Tavernier,19360914,28,,29,,26,,2.50,
FCE,Tavernier,19360915,27,,29,,24,,0.00,
FCE,Tavernier,19360916,26,,28,,24,,5.10,
FCE,Tavernier,19360917,26,,28,,24,,0.00,
FCE,Tavernier,19360918,26,,28,,23,,0.00,
FCE,Tavernier,19360919,27,,28,,26,,0.00,
FCE,Tavernier,19360920,25,,28,,22,,38.10,
FCE,Tavernier,19360921,25,,28,,22,,38.10,
FCE,Tavernier,19360922,25,,28,,22,,17.80,
FCE,Tavernier,19360923,26,,28,,24,,0.00,
FCE,Tavernier,19360924,26,,28,,24,,0.00,
FCE,Tavernier,19360925,25,,28,,23,,10.20,
FCE,Tavernier,19360926,26,,28,,24,,2.50,
FCE,Tavernier,19360927,25,,28,,23,,0.00,
FCE,Tavernier,19360928,26,,28,,24,,0.00,
FCE,Tavernier,19360929,26,,28,,23,,7.60,
FCE,Tavernier,19360930,26,,28,,25,,0.00,
FCE,Tavernier,19361001,25,,28,,23,,0.00,
FCE,Tavernier,19361002,27,,30,,24,,0.00,
FCE,Tavernier,19361003,27,,31,,23,,10.20,
FCE,Tavernier,19361004,26,,28,,24,,0.00,
FCE,Tavernier,19361005,26,,29,,23,,5.10,
FCE,Tavernier,19361006,26,,28,,23,,12.70,
FCE,Tavernier,19361007,25,,27,,22,,34.30,
FCE,Tavernier,19361008,26,,28,,23,,11.40,
FCE,Tavernier,19361009,28,,29,,27,,2.50,
FCE,Tavernier,19361010,28,,29,,27,,0.00,
FCE,Tavernier,19361011,27,,28,,25,,0.00,
FCE,Tavernier,19361012,26,,28,,23,,44.50,
FCE,Tavernier,19361013,24,,27,,22,,63.50,
FCE,Tavernier,19361014,26,,28,,23,,2.50,
FCE,Tavernier,19361015,-9999,M,-9999,M,-9999,M,0.00,
FCE,Tavernier,19361016,26,,28,,23,,0.00,
FCE,Tavernier,19361017,25,,27,,23,,0.00,
FCE,Tavernier,19361018,24,,27,,22,,10.20,
FCE,Tavernier,19361019,24,,27,,21,,0.00,
FCE,Tavernier,19361020,26,,27,,25,,0.00,
FCE,Tavernier,19361021,26,,27,,24,,0.00,
FCE,Tavernier,19361022,26,,27,,24,,0.00,
FCE,Tavernier,19361023,26,,27,,24,,0.00,
FCE,Tavernier,19361024,25,,27,,23,,0.00,
FCE,Tavernier,19361025,25,,27,,23,,0.00,
FCE,Tavernier,19361026,25,,27,,23,,0.00,
FCE,Tavernier,19361027,23,,26,,21,,0.00,
FCE,Tavernier,19361028,24,,27,,22,,27.90,
FCE,Tavernier,19361029,24,,27,,22,,2.50,
FCE,Tavernier,19361030,25,,26,,23,,6.40,
FCE,Tavernier,19361031,24,,26,,22,,0.00,
FCE,Tavernier,19361101,25,,26,,24,,0.00,
FCE,Tavernier,19361102,25,,26,,24,,0.00,
FCE,Tavernier,19361103,24,,26,,22,,5.10,
FCE,Tavernier,19361104,25,,26,,24,,0.00,
FCE,Tavernier,19361105,24,,27,,22,,27.90,
FCE,Tavernier,19361106,24,,26,,22,,8.90,
FCE,Tavernier,19361107,25,,26,,24,,0.00,
FCE,Tavernier,19361108,25,,26,,24,,0.00,
FCE,Tavernier,19361109,24,,26,,23,,0.00,
FCE,Tavernier,19361110,24,,25,,23,,0.00,
FCE,Tavernier,19361111,25,,26,,24,,0.00,
FCE,Tavernier,19361112,25,,26,,24,,10.20,
FCE,Tavernier,19361113,25,,26,,23,,0.00,
FCE,Tavernier,19361114,24,,26,,22,,0.00,
FCE,Tavernier,19361115,21,,23,,18,,0.00,
FCE,Tavernier,19361116,18,,21,,16,,0.00,
FCE,Tavernier,19361117,-9999,M,-9999,M,-9999,M,0.00,
FCE,Tavernier,19361118,19,,22,,17,,0.00,
FCE,Tavernier,19361119,21,,23,,19,,0.00,
FCE,Tavernier,19361120,21,,23,,19,,0.00,
FCE,Tavernier,19361121,21,,23,,19,,0.00,
FCE,Tavernier,19361122,20,,23,,17,,0.00,
FCE,Tavernier,19361123,18,,23,,13,,0.00,
FCE,Tavernier,19361124,21,,23,,18,,0.00,
FCE,Tavernier,19361125,19,,22,,17,,7.60,
FCE,Tavernier,19361126,19,,21,,18,,0.00,
FCE,Tavernier,19361127,16,,20,,12,,0.00,
FCE,Tavernier,19361128,14,,17,,10,,0.00,
FCE,Tavernier,19361129,16,,18,,14,,0.00,
FCE,Tavernier,19361130,19,,22,,16,,0.00,
FCE,Tavernier,19361201,21,,23,,20,,2.50,
FCE,Tavernier,19361202,21,,23,,18,,0.00,
FCE,Tavernier,19361203,19,,22,,16,,0.00,
FCE,Tavernier,19361204,22,,25,,18,,0.00,
FCE,Tavernier,19361205,23,,25,,20,,0.00,
FCE,Tavernier,19361206,24,,25,,23,,0.00,
FCE,Tavernier,19361207,23,,24,,22,,0.00,
FCE,Tavernier,19361208,21,,24,,19,,0.00,
FCE,Tavernier,19361209,22,,24,,21,,0.00,
FCE,Tavernier,19361210,23,,24,,22,,2.50,
FCE,Tavernier,19361211,24,,24,,23,,0.00,
FCE,Tavernier,19361212,20,,23,,17,,0.00,
FCE,Tavernier,19361213,20,,23,,17,,0.00,
FCE,Tavernier,19361214,22,,24,,19,,0.00,
FCE,Tavernier,19361215,23,,25,,22,,0.00,
FCE,Tavernier,19361216,21,,25,,18,,11.40,
FCE,Tavernier,19361217,19,,21,,17,,0.00,
FCE,Tavernier,19361218,19,,22,,16,,0.00,
FCE,Tavernier,19361219,21,,23,,19,,2.50,
FCE,Tavernier,19361220,19,,23,,16,,0.00,
FCE,Tavernier,19361221,15,,19,,12,,0.00,
FCE,Tavernier,19361222,19,,21,,17,,0.00,
FCE,Tavernier,19361223,20,,22,,19,,0.00,
FCE,Tavernier,19361224,19,,22,,17,,0.00,
FCE,Tavernier,19361225,20,,22,,17,,3.80,
FCE,Tavernier,19361226,21,,23,,19,,2.50,
FCE,Tavernier,19361227,22,,23,,21,,0.00,
FCE,Tavernier,19361228,23,,23,,22,,0.00,
FCE,Tavernier,19361229,22,,23,,22,,0.00,
FCE,Tavernier,19361230,23,,23,,22,,0.00,
FCE,Tavernier,19361231,23,,23,,22,,0.00,
FCE,Tavernier,19370101,23,,24,,22,,0.00,
FCE,Tavernier,19370102,23,,24,,22,,0.00,
FCE,Tavernier,19370103,24,,25,,23,,0.00,
FCE,Tavernier,19370104,24,,26,,23,,0.00,
FCE,Tavernier,19370105,23,,24,,22,,0.00,
FCE,Tavernier,19370106,23,,24,,22,,0.00,
FCE,Tavernier,19370107,22,,24,,21,,3.80,
FCE,Tavernier,19370108,23,,24,,21,,2.50,
FCE,Tavernier,19370109,24,,24,,23,,0.00,
FCE,Tavernier,19370110,23,,24,,22,,0.00,
FCE,Tavernier,19370111,23,,24,,22,,0.00,
FCE,Tavernier,19370112,20,,24,,16,,2.50,
FCE,Tavernier,19370113,23,,24,,23,,0.00,
FCE,Tavernier,19370114,24,,25,,23,,0.00,
FCE,Tavernier,19370115,24,,25,,23,,0.00,
FCE,Tavernier,19370116,23,,24,,22,,0.00,
FCE,Tavernier,19370117,24,,24,,23,,0.00,
FCE,Tavernier,19370118,23,,24,,22,,0.00,
FCE,Tavernier,19370119,24,,25,,23,,0.00,
FCE,Tavernier,19370120,24,,25,,22,,2.50,
FCE,Tavernier,19370121,24,,24,,23,,0.00,
FCE,Tavernier,19370122,24,,24,,23,,0.00,
FCE,Tavernier,19370123,24,,24,,23,,0.00,
FCE,Tavernier,19370124,24,,24,,23,,0.00,
FCE,Tavernier,19370125,-9999,M,-9999,M,-9999,M,0.00,
FCE,Tavernier,19370126,24,,24,,23,,0.00,
FCE,Tavernier,19370127,24,,25,,23,,0.00,
FCE,Tavernier,19370128,24,,25,,23,,0.00,
FCE,Tavernier,19370129,22,,24,,20,,1.30,
FCE,Tavernier,19370130,22,,23,,20,,15.20,
FCE,Tavernier,19370131,23,,23,,22,,0.00,
FCE,Tavernier,19370201,21,,24,,18,,0.00,
FCE,Tavernier,19370202,21,,23,,20,,0.00,
FCE,Tavernier,19370203,21,,22,,20,,0.00,
FCE,Tavernier,19370204,22,,23,,21,,0.00,
FCE,Tavernier,19370205,20,,22,,17,,17.80,
FCE,Tavernier,19370206,17,,21,,14,,0.00,
FCE,Tavernier,19370207,20,,22,,19,,0.00,
FCE,Tavernier,19370208,22,,23,,21,,0.00,
FCE,Tavernier,19370209,23,,24,,22,,0.00,
FCE,Tavernier,19370210,24,,25,,23,,0.00,
FCE,Tavernier,19370211,19,,24,,14,,3.80,
FCE,Tavernier,19370212,19,,20,,18,,33.00,
FCE,Tavernier,19370213,21,,24,,19,,1.30,
FCE,Tavernier,19370214,22,,23,,20,,0.00,
FCE,Tavernier,19370215,20,,22,,18,,0.00,
FCE,Tavernier,19370216,20,,22,,19,,0.00,
FCE,Tavernier,19370217,17,,22,,13,,0.00,
FCE,Tavernier,19370218,19,,22,,17,,0.00,
FCE,Tavernier,19370219,19,,22,,17,,0.00,
FCE,Tavernier,19370220,22,,23,,21,,0.00,
FCE,Tavernier,19370221,23,,23,,22,,0.00,
FCE,Tavernier,19370222,20,,23,,17,,0.00,
FCE,Tavernier,19370223,19,,22,,15,,0.00,
FCE,Tavernier,19370224,19,,19,,18,,8.90,
FCE,Tavernier,19370225,20,,23,,18,,16.50,
FCE,Tavernier,19370226,20,,22,,17,,0.00,
FCE,Tavernier,19370227,19,,22,,17,,0.00,
FCE,Tavernier,19370228,22,,23,,21,,5.10,
FCE,Tavernier,19370301,18,,22,,13,,0.00,
FCE,Tavernier,19370302,15,,18,,11,,0.00,
FCE,Tavernier,19370303,16,,21,,12,,0.00,
FCE,Tavernier,19370304,21,,22,,20,,0.00,
FCE,Tavernier,19370305,21,,22,,20,,1.30,
FCE,Tavernier,19370306,21,,23,,19,,0.00,
FCE,Tavernier,19370307,21,,24,,18,,0.00,
FCE,Tavernier,19370308,24,,26,,22,,0.00,
FCE,Tavernier,19370309,21,,24,,17,,53.30,
FCE,Tavernier,19370310,18,,21,,15,,6.40,
FCE,Tavernier,19370311,19,,21,,18,,10.20,
FCE,Tavernier,19370312,20,,22,,18,,1.30,
FCE,Tavernier,19370313,22,,23,,20,,0.00,
FCE,Tavernier,19370314,21,,23,,19,,2.50,
FCE,Tavernier,19370315,22,,23,,20,,0.00,
FCE,Tavernier,19370316,20,,23,,17,,0.00,
FCE,Tavernier,19370317,19,,23,,15,,0.00,
FCE,Tavernier,19370318,20,,22,,17,,0.00,
FCE,Tavernier,19370319,21,,24,,17,,0.00,
FCE,Tavernier,19370320,23,,25,,22,,0.00,
FCE,Tavernier,19370321,23,,25,,21,,0.00,
FCE,Tavernier,19370322,23,,26,,21,,0.00,
FCE,Tavernier,19370323,23,,25,,22,,2.50,
FCE,Tavernier,19370324,24,,25,,22,,5.10,
FCE,Tavernier,19370325,25,,26,,24,,0.00,
FCE,Tavernier,19370326,-9999,M,-9999,M,-9999,M,0.00,
FCE,Tavernier,19370327,24,,27,,22,,0.00,
FCE,Tavernier,19370328,22,,26,,18,,0.00,
FCE,Tavernier,19370329,19,,22,,16,,0.00,
FCE,Tavernier,19370330,23,,25,,21,,1.30,
FCE,Tavernier,19370331,23,,25,,21,,0.00,
FCE,Tavernier,19370401,19,,22,,17,,0.00,
FCE,Tavernier,19370402,21,,23,,18,,0.00,
FCE,Tavernier,19370403,23,,24,,22,,0.00,
FCE,Tavernier,19370404,24,,26,,23,,0.00,
FCE,Tavernier,19370405,25,,26,,24,,0.00,
FCE,Tavernier,19370406,25,,26,,24,,0.00,
FCE,Tavernier,19370407,23,,26,,21,,20.30,
FCE,Tavernier,19370408,25,,26,,24,,0.00,
FCE,Tavernier,19370409,25,,26,,24,,0.00,
FCE,Tavernier,19370410,21,,26,,17,,0.00,
FCE,Tavernier,19370411,20,,22,,18,,0.00,
FCE,Tavernier,19370412,20,,22,,17,,0.00,
FCE,Tavernier,19370413,19,,22,,17,,0.00,
FCE,Tavernier,19370414,21,,23,,20,,0.00,
FCE,Tavernier,19370415,20,,23,,18,,0.00,
FCE,Tavernier,19370416,20,,23,,18,,0.00,
FCE,Tavernier,19370417,21,,24,,18,,0.00,
FCE,Tavernier,19370418,22,,24,,20,,0.00,
FCE,Tavernier,19370419,23,,24,,22,,0.00,
FCE,Tavernier,19370420,23,,25,,22,,0.00,
FCE,Tavernier,19370421,25,,26,,23,,0.00,
FCE,Tavernier,19370422,25,,27,,24,,0.00,
FCE,Tavernier,19370423,25,,27,,24,,0.00,
FCE,Tavernier,19370424,25,,27,,24,,0.00,
FCE,Tavernier,19370425,26,,27,,24,,0.00,
FCE,Tavernier,19370426,21,,27,,15,,0.00,
FCE,Tavernier,19370427,21,,27,,15,,0.00,
FCE,Tavernier,19370428,25,,26,,23,,0.00,
FCE,Tavernier,19370429,26,,27,,24,,0.00,
FCE,Tavernier,19370430,26,,27,,24,,0.00,
FCE,Tavernier,19370501,24,,27,,22,,0.00,
FCE,Tavernier,19370502,24,,27,,22,,5.10,
FCE,Tavernier,19370503,23,,26,,21,,27.90,
FCE,Tavernier,19370504,25,,27,,23,,0.00,
FCE,Tavernier,19370505,25,,27,,22,,0.00,
FCE,Tavernier,19370506,24,,27,,20,,53.30,
FCE,Tavernier,19370507,23,,25,,21,,15.20,
FCE,Tavernier,19370508,23,,25,,20,,0.00,
FCE,Tavernier,19370509,23,,26,,19,,0.00,
FCE,Tavernier,19370510,25,,26,,24,,0.00,
FCE,Tavernier,19370511,25,,26,,24,,0.00,
FCE,Tavernier,19370512,25,,26,,24,,0.00,
FCE,Tavernier,19370513,25,,27,,24,,0.00,
FCE,Tavernier,19370514,24,,26,,23,,10.20,
FCE,Tavernier,19370515,24,,26,,22,,11.40,
FCE,Tavernier,19370516,24,,26,,23,,2.50,
FCE,Tavernier,19370517,24,,26,,22,,0.00,
FCE,Tavernier,19370518,24,,25,,23,,0.00,
FCE,Tavernier,19370519,25,,26,,23,,0.00,
FCE,Tavernier,19370520,24,,27,,22,,0.00,
FCE,Tavernier,19370521,23,,27,,19,,0.00,
FCE,Tavernier,19370522,25,,26,,24,,0.00,
FCE,Tavernier,19370523,26,,27,,24,,0.00,
FCE,Tavernier,19370524,26,,27,,25,,0.00,
FCE,Tavernier,19370525,26,,27,,24,,0.00,
FCE,Tavernier,19370526,25,,27,,24,,0.00,
FCE,Tavernier,19370527,25,,27,,24,,0.00,
FCE,Tavernier,19370528,25,,27,,24,,0.00,
FCE,Tavernier,19370529,25,,27,,23,,0.00,
FCE,Tavernier,19370530,26,,27,,25,,0.00,
FCE,Tavernier,19370531,26,,27,,24,,0.00,
FCE,Tavernier,19370601,25,,28,,23,,0.00,
FCE,Tavernier,19370602,27,,29,,25,,0.00,
FCE,Tavernier,19370603,28,,29,,26,,0.00,
FCE,Tavernier,19370604,28,,29,,26,,0.00,
FCE,Tavernier,19370605,28,,29,,27,,0.00,
FCE,Tavernier,19370606,27,,29,,26,,0.00,
FCE,Tavernier,19370607,26,,28,,24,,2.50,
FCE,Tavernier,19370608,26,,28,,23,,0.00,
FCE,Tavernier,19370609,27,,29,,24,,0.00,
FCE,Tavernier,19370610,28,,30,,26,,0.00,
FCE,Tavernier,19370611,28,,29,,26,,0.00,
FCE,Tavernier,19370612,27,,29,,26,,0.00,
FCE,Tavernier,19370613,27,,29,,24,,5.10,
FCE,Tavernier,19370614,26,,28,,24,,1.30,
FCE,Tavernier,19370615,29,,31,,26,,0.00,
FCE,Tavernier,19370616,27,,28,,26,,0.00,
FCE,Tavernier,19370617,26,,28,,23,,12.70,
FCE,Tavernier,19370618,26,,28,,23,,6.40,
FCE,Tavernier,19370619,27,,28,,26,,0.00,
FCE,Tavernier,19370620,26,,28,,24,,1.30,
FCE,Tavernier,19370621,26,,27,,25,,1.30,
FCE,Tavernier,19370622,26,,29,,23,,0.00,
FCE,Tavernier,19370623,28,,29,,26,,0.00,
FCE,Tavernier,19370624,26,,28,,23,,76.20,
FCE,Tavernier,19370625,26,,28,,23,,0.00,
FCE,Tavernier,19370626,25,,28,,22,,25.40,
FCE,Tavernier,19370627,26,,28,,24,,2.50,
FCE,Tavernier,19370628,27,,29,,25,,0.00,
FCE,Tavernier,19370629,28,,29,,26,,0.00,
FCE,Tavernier,19370630,26,,28,,23,,7.60,
FCE,Tavernier,19370701,25,,29,,21,,17.80,
FCE,Tavernier,19370702,25,,29,,22,,15.20,
FCE,Tavernier,19370703,25,,29,,22,,0.00,
FCE,Tavernier,19370704,28,,29,,27,,0.00,
FCE,Tavernier,19370705,27,,28,,26,,0.00,
FCE,Tavernier,19370706,27,,28,,25,,2.50,
FCE,Tavernier,19370707,25,,28,,22,,22.90,
FCE,Tavernier,19370708,28,,29,,26,,0.00,
FCE,Tavernier,19370709,27,,28,,26,,0.00,
FCE,Tavernier,19370710,27,,28,,26,,0.00,
FCE,Tavernier,19370711,26,,28,,24,,8.90,
FCE,Tavernier,19370712,26,,28,,24,,7.60,
FCE,Tavernier,19370713,26,,28,,23,,0.00,
FCE,Tavernier,19370714,26,,28,,23,,0.00,
FCE,Tavernier,19370715,28,,29,,27,,0.00,
FCE,Tavernier,19370716,28,,29,,26,,0.00,
FCE,Tavernier,19370717,28,,29,,26,,0.00,
FCE,Tavernier,19370718,28,,29,,26,,0.00,
FCE,Tavernier,19370719,28,,29,,27,,0.00,
FCE,Tavernier,19370720,28,,29,,27,,0.00,
FCE,Tavernier,19370721,28,,29,,27,,0.00,
FCE,Tavernier,19370722,28,,29,,27,,0.00,
FCE,Tavernier,19370723,27,,29,,25,,0.00,
FCE,Tavernier,19370724,28,,29,,27,,0.00,
FCE,Tavernier,19370725,27,,29,,26,,0.00,
FCE,Tavernier,19370726,26,,29,,23,,30.50,
FCE,Tavernier,19370727,26,,28,,24,,0.00,
FCE,Tavernier,19370728,28,,28,,27,,0.00,
FCE,Tavernier,19370729,28,,29,,27,,0.00,
FCE,Tavernier,19370730,28,,29,,27,,0.00,
FCE,Tavernier,19370731,27,,29,,26,,0.00,
FCE,Tavernier,19370801,26,,28,,24,,7.60,
FCE,Tavernier,19370802,26,,28,,24,,10.20,
FCE,Tavernier,19370803,26,,28,,25,,0.00,
FCE,Tavernier,19370804,25,,29,,21,,0.00,
FCE,Tavernier,19370805,27,,30,,24,,0.00,
FCE,Tavernier,19370806,28,,30,,25,,0.00,
FCE,Tavernier,19370807,29,,30,,28,,0.00,
FCE,Tavernier,19370808,29,,30,,27,,0.00,
FCE,Tavernier,19370809,27,,29,,26,,0.00,
FCE,Tavernier,19370810,27,,29,,26,,0.00,
FCE,Tavernier,19370811,26,,29,,23,,5.10,
FCE,Tavernier,19370812,28,,29,,26,,0.00,
FCE,Tavernier,19370813,28,,29,,26,,2.50,
FCE,Tavernier,19370814,27,,30,,24,,1.30,
FCE,Tavernier,19370815,29,,30,,27,,0.00,
FCE,Tavernier,19370816,28,,29,,26,,3.80,
FCE,Tavernier,19370817,27,,29,,25,,1.30,
FCE,Tavernier,19370818,25,,28,,22,,27.90,
FCE,Tavernier,19370819,28,,29,,26,,7.60,
FCE,Tavernier,19370820,27,,29,,24,,6.40,
FCE,Tavernier,19370821,28,,29,,26,,0.00,
FCE,Tavernier,19370822,26,,29,,24,,1.30,
FCE,Tavernier,19370823,26,,28,,23,,10.20,
FCE,Tavernier,19370824,28,,29,,26,,5.10,
FCE,Tavernier,19370825,28,,29,,26,,0.00,
FCE,Tavernier,19370826,27,,29,,25,,1.30,
FCE,Tavernier,19370827,27,,29,,25,,0.00,
FCE,Tavernier,19370828,27,,29,,25,,0.00,
FCE,Tavernier,19370829,26,,29,,23,,0.00,
FCE,Tavernier,19370830,26,,29,,23,,27.90,
FCE,Tavernier,19370831,27,,28,,26,,0.00,
FCE,Tavernier,19370901,28,,29,,27,,0.00,
FCE,Tavernier,19370902,27,,29,,25,,1.30,
FCE,Tavernier,19370903,27,,28,,25,,0.00,
FCE,Tavernier,19370904,25,,28,,22,,10.20,
FCE,Tavernier,19370905,26,,28,,23,,6.40,
FCE,Tavernier,19370906,27,,29,,25,,0.00,
FCE,Tavernier,19370907,28,,29,,27,,0.00,
FCE,Tavernier,19370908,-9999,M,-9999,M,-9999,M,0.00,
FCE,Tavernier,19370909,27,,29,,24,,0.00,
FCE,Tavernier,19370910,27,,29,,24,,5.10,
FCE,Tavernier,19370911,26,,28,,23,,0.00,
FCE,Tavernier,19370912,26,,28,,24,,7.60,
FCE,Tavernier,19370913,25,,27,,23,,25.40,
FCE,Tavernier,19370914,26,,27,,24,,0.00,
FCE,Tavernier,19370915,25,,27,,22,,0.00,
FCE,Tavernier,19370916,25,,27,,23,,0.00,
FCE,Tavernier,19370917,27,,28,,26,,0.00,
FCE,Tavernier,19370918,27,,28,,26,,0.00,
FCE,Tavernier,19370919,27,,28,,26,,0.00,
FCE,Tavernier,19370920,28,,29,,27,,0.00,
FCE,Tavernier,19370921,27,,29,,26,,0.00,
FCE,Tavernier,19370922,28,,29,,26,,0.00,
FCE,Tavernier,19370923,26,,29,,23,,3.80,
FCE,Tavernier,19370924,25,,27,,22,,22.90,
FCE,Tavernier,19370925,23,,24,,21,,33.00,
